rank,player,rating,gold,silver,bronze,rated_games,total_games,finished,eliminated,resigned,joined,date_scraped,time_scraped
7278,LeonidasReborn,1122,5,2,1,1,15,60%,20%,20%,23 Oct 2015,03 Oct 2017,15:21
7279,SlayBelle,1122,4,2,3,19,32,50%,13%,38%,17 Oct 2015,03 Oct 2017,15:21
7280,Pitmasterdex,1122,3,5,-,8,14,64%,29%,7%,07 Apr 2017,03 Oct 2017,15:21
7281,ArcadianFox,1122,3,1,-,5,15,40%,20%,40%,14 Aug 2016,03 Oct 2017,15:21
7282,SimaoVaz,1122,3,-,-,2,9,33%,11%,56%,23 Oct 2015,03 Oct 2017,15:21
7283,d3elmz,1122,2,1,1,14,29,31%,17%,52%,21 Oct 2015,03 Oct 2017,15:21
7284,0elijaHayes0,1122,2,-,-,2,9,22%,11%,67%,18 Oct 2015,03 Oct 2017,15:21
7285,Orange Juice,1122,1,2,-,1,13,77%,8%,15%,01 May 2016,03 Oct 2017,15:21
7286,Huffdaddy102,1122,1,2,-,4,8,50%,25%,25%,09 Aug 2016,03 Oct 2017,15:21
7287,GreenGiant,1122,1,1,2,15,18,61%,17%,22%,07 Apr 2017,03 Oct 2017,15:21
7288,_AceMan47_,1122,1,1,2,1,11,64%,18%,18%,11 Oct 2016,03 Oct 2017,15:21
7289,SammyJankis,1122,1,1,1,3,10,40%,40%,20%,18 May 2016,03 Oct 2017,15:21
7290,NickeeGee,1122,1,-,2,3,11,45%,36%,18%,20 Oct 2015,03 Oct 2017,15:21
7291,Lysergh,1122,1,-,1,10,13,62%,-,38%,27 Nov 2015,03 Oct 2017,15:21
7292,Zuke,1122,1,-,1,6,8,38%,63%,-,22 Feb 2017,03 Oct 2017,15:21
7293,OmgOldManPoo,1122,1,-,-,1,10,40%,-,60%,21 Oct 2015,03 Oct 2017,15:21
7294,cashman256,1122,1,-,-,1,6,50%,-,50%,29 Dec 2015,03 Oct 2017,15:21
7295,Williv97,1122,-,3,6,26,39,85%,15%,-,05 Apr 2016,03 Oct 2017,15:21
7296,Mistblade117,1122,-,3,1,2,15,53%,33%,13%,29 Dec 2015,03 Oct 2017,15:21
7297,Mordrin,1122,-,1,2,1,6,50%,-,50%,01 Apr 2017,03 Oct 2017,15:21
7298,deep,1122,-,1,1,8,15,67%,27%,7%,05 Oct 2015,03 Oct 2017,15:21
7299,Okie23,1122,-,1,1,1,6,50%,33%,17%,29 Nov 2015,03 Oct 2017,15:21
7300,kustberg,1122,-,1,-,1,7,29%,14%,57%,17 Jun 2016,03 Oct 2017,15:21
7301,DuhChange,1122,-,1,-,3,7,-,14%,86%,29 Oct 2015,03 Oct 2017,15:21
7302,3ETrick,1122,-,1,-,2,6,50%,17%,33%,05 Nov 2016,03 Oct 2017,15:21
7303,Slubi,1122,-,1,-,1,3,33%,33%,33%,16 Oct 2015,03 Oct 2017,15:21
7304,Gator20,1122,-,1,-,1,2,50%,-,50%,20 May 2016,03 Oct 2017,15:21
7305,Queenarmadillo,1122,-,-,5,14,24,67%,21%,13%,10 Jun 2016,03 Oct 2017,15:21
7306,a person,1122,-,-,1,5,32,31%,28%,41%,19 Apr 2017,03 Oct 2017,15:21
7307,Maloux,1122,-,-,1,4,16,31%,25%,44%,28 Jan 2017,03 Oct 2017,15:21
7308,Psycho45,1122,-,-,1,3,13,46%,15%,38%,15 Mar 2016,03 Oct 2017,15:21
7309,ChexMex,1122,-,-,1,5,12,58%,25%,17%,05 Sep 2016,03 Oct 2017,15:21
7310,EzioKiller007,1122,-,-,-,3,15,13%,33%,53%,22 Oct 2015,03 Oct 2017,15:21
7311,deMangler,1122,-,-,-,5,6,83%,17%,-,23 Aug 2017,03 Oct 2017,15:21
7312,Higharchy,1122,-,-,-,4,6,33%,-,67%,12 Apr 2017,03 Oct 2017,15:21
7313,Lendoggy,1122,-,-,-,3,6,17%,33%,50%,23 May 2016,03 Oct 2017,15:21
7314,Hrimfaxi,1122,-,-,-,2,6,-,17%,83%,16 Nov 2015,03 Oct 2017,15:21
7315,PurpleOddity,1122,-,-,-,3,5,40%,40%,20%,14 Jul 2017,03 Oct 2017,15:21
7316,DrJC,1122,-,-,-,3,5,20%,20%,60%,21 Nov 2015,03 Oct 2017,15:21
7317,Coloniser,1122,-,-,-,3,4,-,-,100%,08 Jan 2016,03 Oct 2017,15:21
7318,Dat_Boiiiiiiiiiiiii,1122,-,-,-,1,4,-,50%,50%,26 Jun 2017,03 Oct 2017,15:21
7319,turtleherder,1122,-,-,-,1,3,67%,-,33%,29 Oct 2016,03 Oct 2017,15:21
7320,KingLancelot,1122,-,-,-,2,3,-,67%,33%,19 Oct 2015,03 Oct 2017,15:21
7321,Kaptain kaos,1122,-,-,-,2,2,-,50%,50%,18 Oct 2016,03 Oct 2017,15:21
7322,Pandatheist,1122,-,-,-,2,2,-,-,100%,15 Oct 2015,03 Oct 2017,15:21
7323,C_note19,1122,-,-,-,1,1,-,-,100%,31 Aug 2016,03 Oct 2017,15:21
7324,steamyk,1122,-,-,-,1,1,-,100%,-,06 Jun 2016,03 Oct 2017,15:21
7325,nikitas244,1122,-,-,-,1,1,-,-,100%,10 Nov 2015,03 Oct 2017,15:21
7326,Andi2025,1122,-,-,-,1,1,-,-,100%,18 Oct 2015,03 Oct 2017,15:21
7327,Capmcrackawaka,1121,4,6,4,25,40,50%,35%,15%,24 Dec 2015,03 Oct 2017,15:21
7328,submike,1121,3,2,9,60,87,61%,31%,8%,08 Nov 2015,03 Oct 2017,15:21
7329,Chunty,1121,3,1,1,20,21,62%,38%,-,16 Oct 2015,03 Oct 2017,15:21
7330,Levurmion,1121,2,2,-,6,10,50%,10%,40%,16 Oct 2015,03 Oct 2017,15:21
7331,Millie,1121,1,2,1,8,16,56%,25%,19%,21 Jan 2017,03 Oct 2017,15:21
7332,TheDestroyerOfWorlds,1121,1,-,-,2,5,20%,20%,60%,23 Oct 2015,03 Oct 2017,15:21
7333,JamLam,1121,-,3,3,5,17,76%,18%,6%,19 Oct 2015,03 Oct 2017,15:21
7334,Saintness,1121,-,2,-,1,6,67%,-,33%,23 Oct 2015,03 Oct 2017,15:21
7335,T7om,1121,-,2,-,2,6,50%,33%,17%,10 Jan 2016,03 Oct 2017,15:21
7336,Kappleta,1121,-,2,-,1,6,33%,33%,33%,21 Oct 2015,03 Oct 2017,15:21
7337,Elwar,1121,-,-,1,1,5,40%,20%,40%,15 Jan 2017,03 Oct 2017,15:21
7338,huha,1121,-,-,-,2,4,25%,25%,50%,06 Feb 2017,03 Oct 2017,15:21
7339,Bizkuitz,1121,-,-,-,2,4,-,-,100%,21 Oct 2015,03 Oct 2017,15:21
7340,Bossness00,1121,-,-,-,2,4,-,50%,50%,31 Aug 2016,03 Oct 2017,15:21
7341,Agamembar,1121,-,-,-,1,3,-,-,100%,05 May 2016,03 Oct 2017,15:21
7342,Wolfchief,1121,-,-,-,1,3,-,-,100%,24 Apr 2016,03 Oct 2017,15:21
7343,Ankhwatcher,1121,-,-,-,1,2,50%,-,50%,13 Dec 2015,03 Oct 2017,15:21
7344,Uniwarrior,1121,-,-,-,1,2,-,-,100%,01 Nov 2016,03 Oct 2017,15:21
7345,Quaker Oats,1121,-,-,-,1,2,-,-,100%,02 Aug 2016,03 Oct 2017,15:21
7346,YumYum,1121,-,-,-,1,2,-,-,100%,15 Oct 2015,03 Oct 2017,15:21
7347,fantasea,1121,-,-,-,1,1,-,-,100%,01 Apr 2016,03 Oct 2017,15:21
7348,cbass00,1120,3,-,-,1,8,38%,13%,50%,30 Dec 2015,03 Oct 2017,15:21
7349,Kozius,1120,2,1,1,2,6,83%,17%,-,22 Apr 2016,03 Oct 2017,15:21
7350,Jvosteen,1120,2,1,-,4,8,63%,-,38%,15 Oct 2015,03 Oct 2017,15:21
7351,ChoiceJasonator,1120,2,1,-,2,6,83%,-,17%,19 Feb 2016,03 Oct 2017,15:21
7352,Unterseefart,1120,2,-,-,6,14,57%,29%,14%,17 Oct 2015,03 Oct 2017,15:21
7353,Delerium,1120,1,2,3,11,15,53%,33%,13%,18 Mar 2016,03 Oct 2017,15:21
7354,Castom08,1120,1,1,-,3,9,78%,22%,-,22 Nov 2015,03 Oct 2017,15:21
7355,flaran,1120,1,-,1,9,11,36%,45%,18%,12 Feb 2017,03 Oct 2017,15:21
7356,chin,1120,1,-,-,6,10,20%,30%,50%,21 Oct 2015,03 Oct 2017,15:21
7357,XACX01,1120,1,-,-,1,7,29%,14%,57%,31 Oct 2015,03 Oct 2017,15:21
7358,Conormc,1120,1,-,-,1,6,17%,17%,67%,08 Dec 2015,03 Oct 2017,15:21
7359,Sabinitrix,1120,1,-,-,1,3,33%,-,67%,27 Mar 2017,03 Oct 2017,15:21
7360,Forethinker,1120,-,2,-,1,6,33%,33%,33%,01 Jan 2016,03 Oct 2017,15:21
7361,SvaldbardSeedVault,1120,-,1,2,4,8,63%,13%,25%,19 Oct 2015,03 Oct 2017,15:21
7362,jashin,1120,-,1,1,9,16,44%,38%,19%,16 Oct 2015,03 Oct 2017,15:21
7363,bigred,1120,-,1,-,3,7,57%,-,43%,15 Oct 2015,03 Oct 2017,15:21
7364,SkyDeus,1120,-,1,-,4,6,50%,17%,33%,14 Aug 2016,03 Oct 2017,15:21
7365,Joan GG,1120,-,-,1,2,8,75%,25%,-,23 Aug 2017,03 Oct 2017,15:21
7366,JuJuBeans,1120,-,-,1,4,8,50%,13%,38%,31 Jul 2015,03 Oct 2017,15:21
7367,Deathkitten,1120,-,-,1,2,6,50%,33%,17%,29 Jan 2016,03 Oct 2017,15:21
7368,BPenguin,1120,-,-,1,4,5,20%,60%,20%,15 May 2016,03 Oct 2017,15:21
7369,OscraI69,1120,-,-,1,1,3,67%,-,33%,06 Jan 2017,03 Oct 2017,15:21
7370,Zugen,1120,-,-,1,1,3,33%,33%,33%,01 Aug 2016,03 Oct 2017,15:21
7371,Sir Andres,1120,-,-,-,1,10,10%,10%,80%,20 Dec 2015,03 Oct 2017,15:21
7372,CherrySubmarine,1120,-,-,-,1,5,20%,20%,60%,20 Oct 2015,03 Oct 2017,15:21
7373,Jbolt,1120,-,-,-,1,3,33%,-,67%,11 Apr 2016,03 Oct 2017,15:21
7374,McSub,1120,-,-,-,1,3,-,100%,-,09 Jan 2016,03 Oct 2017,15:21
7375,Asad,1120,-,-,-,1,3,-,33%,67%,08 Nov 2015,03 Oct 2017,15:21
7376,Delta162,1120,-,-,-,1,2,-,50%,50%,15 Oct 2015,03 Oct 2017,15:21
7377,GeminiSaga,1120,-,-,-,1,2,-,50%,50%,30 Oct 2015,03 Oct 2017,15:21
7378,royalhckr,1120,-,-,-,1,2,-,-,100%,11 Jan 2016,03 Oct 2017,15:21
7379,Ant1611,1120,-,-,-,1,2,-,50%,50%,17 Jan 2016,03 Oct 2017,15:21
7380,Akyri,1120,-,-,-,1,1,-,-,100%,10 Aug 2015,03 Oct 2017,15:21
7381,kylebear,1119,8,1,3,6,24,75%,8%,17%,13 Oct 2015,03 Oct 2017,15:21
7382,Summation,1119,5,5,6,9,25,80%,8%,12%,21 Oct 2015,03 Oct 2017,15:21
7383,DrParkour,1119,5,3,5,8,58,59%,29%,12%,18 Oct 2015,03 Oct 2017,15:21
7384,RedOctober,1119,4,5,2,7,26,62%,12%,27%,15 Oct 2015,03 Oct 2017,15:21
7385,Scout Tank,1119,4,2,5,11,24,58%,17%,25%,18 Oct 2015,03 Oct 2017,15:21
7386,Chompy,1119,4,2,2,4,32,31%,6%,63%,24 Feb 2016,03 Oct 2017,15:21
7387,Solaire Music,1119,4,-,-,4,18,44%,39%,17%,15 Oct 2015,03 Oct 2017,15:21
7388,imansoccer44,1119,3,1,-,3,13,46%,38%,15%,23 Apr 2017,03 Oct 2017,15:21
7389,B3NICIO,1119,3,-,1,8,19,47%,21%,32%,09 Jan 2017,03 Oct 2017,15:21
7390,The Epic Monkey,1119,2,7,4,47,56,50%,38%,13%,03 Oct 2016,03 Oct 2017,15:21
7391,Tassie,1119,2,2,2,19,29,76%,17%,7%,23 Oct 2015,03 Oct 2017,15:21
7392,Your Name Here,1119,2,-,1,4,10,60%,30%,10%,17 Oct 2015,03 Oct 2017,15:21
7393,Captain buck,1119,2,-,-,3,4,75%,-,25%,14 Mar 2016,03 Oct 2017,15:21
7394,EpicFuzion,1119,1,2,1,4,18,28%,17%,56%,22 Oct 2015,03 Oct 2017,15:21
7395,grave18,1119,1,1,1,1,4,75%,25%,-,09 Feb 2016,03 Oct 2017,15:21
7396,Slips,1119,1,-,1,1,6,33%,-,67%,13 Oct 2015,03 Oct 2017,15:21
7397,akillathahun,1119,1,-,-,1,3,33%,-,67%,30 Oct 2015,03 Oct 2017,15:21
7398,burritofeliz,1119,-,4,1,2,13,62%,15%,23%,18 Oct 2015,03 Oct 2017,15:21
7399,Abelas,1119,-,2,2,6,20,35%,35%,30%,14 Oct 2015,03 Oct 2017,15:21
7400,Dccod74,1119,-,1,-,1,2,50%,-,50%,21 Oct 2015,03 Oct 2017,15:21
7401,Agazoul,1119,-,1,-,1,2,50%,-,50%,26 Jun 2016,03 Oct 2017,15:21
7402,Burnout189,1119,-,-,1,1,4,75%,-,25%,05 Jan 2016,03 Oct 2017,15:21
7403,thewuppinggoat,1119,-,-,1,1,4,75%,25%,-,15 Mar 2016,03 Oct 2017,15:21
7404,Trvmee,1119,-,-,-,1,9,-,44%,56%,16 Oct 2015,03 Oct 2017,15:21
7405,DarkSnakeDS,1119,-,-,-,3,6,-,67%,33%,16 Oct 2015,03 Oct 2017,15:21
7406,jeremypn2,1119,-,-,-,2,6,-,17%,83%,21 Oct 2015,03 Oct 2017,15:21
7407,Navitas,1119,-,-,-,1,6,-,-,100%,23 May 2017,03 Oct 2017,15:21
7408,EastBeast,1119,-,-,-,2,5,20%,40%,40%,12 May 2016,03 Oct 2017,15:21
7409,thegoodstuff,1119,-,-,-,1,4,-,25%,75%,26 Oct 2015,03 Oct 2017,15:21
7410,sergetheshark,1119,-,-,-,2,4,-,50%,50%,09 Nov 2015,03 Oct 2017,15:21
7411,ScreamsOfDeath,1119,-,-,-,2,4,-,-,100%,17 Oct 2015,03 Oct 2017,15:21
7412,DarknessvsDawn,1119,-,-,-,1,3,33%,67%,-,25 Apr 2016,03 Oct 2017,15:21
7413,Captain Death,1119,-,-,-,1,3,-,-,100%,30 Jul 2016,03 Oct 2017,15:21
7414,OrdainedByKanye,1119,-,-,-,2,3,-,-,100%,15 Oct 2015,03 Oct 2017,15:21
7415,DioTecia69,1119,-,-,-,1,3,-,-,100%,13 Aug 2016,03 Oct 2017,15:21
7416,Sayantan,1119,-,-,-,1,2,50%,-,50%,16 Mar 2016,03 Oct 2017,15:21
7417,Glux,1119,-,-,-,1,2,-,-,100%,17 Dec 2015,03 Oct 2017,15:21
7418,Jensen Ackles,1119,-,-,-,1,2,-,-,100%,18 Oct 2015,03 Oct 2017,15:21
7419,ganados2468,1119,-,-,-,1,1,-,100%,-,23 Sep 2016,03 Oct 2017,15:21
7420,quietude,1119,-,-,-,1,1,-,-,100%,08 Nov 2016,03 Oct 2017,15:21
7421,DysClaimer,1118,7,1,1,22,26,58%,35%,8%,28 Jan 2016,03 Oct 2017,15:21
7422,Tacet,1118,4,-,-,5,13,54%,15%,31%,18 Oct 2015,03 Oct 2017,15:21
7423,sawa,1118,2,2,1,20,25,60%,28%,12%,29 Mar 2017,03 Oct 2017,15:21
7424,abhay,1118,2,2,-,2,6,67%,17%,17%,17 Oct 2015,03 Oct 2017,15:21
7425,Forward Into Hel,1118,1,3,-,3,8,50%,13%,38%,16 Oct 2015,03 Oct 2017,15:21
7426,Amonchakad,1118,1,2,-,4,8,38%,38%,25%,16 Oct 2015,03 Oct 2017,15:21
7427,phreydon,1118,1,1,-,8,10,50%,40%,10%,22 May 2017,03 Oct 2017,15:21
7428,Mr Poopy Butthole,1118,1,-,-,2,5,80%,20%,-,28 Oct 2015,03 Oct 2017,15:21
7429,Shmikles,1118,1,-,-,3,4,50%,-,50%,20 Oct 2015,03 Oct 2017,15:21
7430,DrSpaced,1118,1,-,-,1,4,25%,-,75%,16 Feb 2016,03 Oct 2017,15:21
7431,Turtlemonkey,1118,-,2,1,12,16,44%,44%,13%,19 Oct 2015,03 Oct 2017,15:21
7432,Trigger Mortis,1118,-,1,3,4,10,40%,10%,50%,22 Oct 2015,03 Oct 2017,15:21
7433,Gearhulk,1118,-,1,2,13,23,30%,9%,61%,11 Jul 2017,03 Oct 2017,15:21
7434,Deathwish,1118,-,1,-,2,7,29%,-,71%,16 Feb 2016,03 Oct 2017,15:21
7435,USS Triton,1118,-,1,-,5,6,17%,17%,67%,26 Oct 2015,03 Oct 2017,15:21
7436,Klaws,1118,-,1,-,2,4,25%,25%,50%,19 Oct 2015,03 Oct 2017,15:21
7437,Lanfear83,1118,-,1,-,1,2,50%,50%,-,20 May 2016,03 Oct 2017,15:21
7438,GhostDragon,1118,-,-,2,7,18,33%,33%,33%,26 Oct 2015,03 Oct 2017,15:21
7439,TheCzarOfPulchritude,1118,-,-,2,4,17,47%,35%,18%,17 Oct 2015,03 Oct 2017,15:21
7440,Tenhunen,1118,-,-,1,1,8,13%,13%,75%,20 Jan 2017,03 Oct 2017,15:21
7441,S Train,1118,-,-,1,1,6,-,17%,83%,15 Oct 2015,03 Oct 2017,15:21
7442,oneyeopen,1118,-,-,1,2,5,60%,20%,20%,18 Nov 2016,03 Oct 2017,15:21
7443,Deathwish24,1118,-,-,-,5,16,50%,25%,25%,18 Jan 2016,03 Oct 2017,15:21
7444,JaegerCager,1118,-,-,-,4,8,50%,25%,25%,24 Mar 2016,03 Oct 2017,15:21
7445,taan,1118,-,-,-,4,5,20%,20%,60%,13 Oct 2015,03 Oct 2017,15:21
7446,kristofel,1118,-,-,-,2,5,-,-,100%,27 Oct 2015,03 Oct 2017,15:21
7447,HeathHawkins,1118,-,-,-,1,5,-,20%,80%,03 Nov 2015,03 Oct 2017,15:21
7448,maximi,1118,-,-,-,2,4,-,25%,75%,09 Jul 2016,03 Oct 2017,15:21
7449,grubz22,1118,-,-,-,2,3,-,-,100%,07 Aug 2017,03 Oct 2017,15:21
7450,Commander Northwood,1118,-,-,-,1,2,-,-,100%,24 Oct 2016,03 Oct 2017,15:21
7451,Pamk,1118,-,-,-,1,2,-,-,100%,22 Apr 2016,03 Oct 2017,15:21
7452,FANGsy,1118,-,-,-,1,2,-,50%,50%,20 Oct 2015,03 Oct 2017,15:21
7453,Major Dee,1118,-,-,-,2,2,-,-,100%,08 Jun 2016,03 Oct 2017,15:21
7454,Zer0m0aath,1118,-,-,-,2,2,-,50%,50%,03 Jun 2016,03 Oct 2017,15:21
7455,KillerKeemstar,1118,-,-,-,2,2,-,-,100%,06 Jun 2016,03 Oct 2017,15:21
7456,Const,1118,-,-,-,1,1,-,-,100%,15 Nov 2015,03 Oct 2017,15:21
7457,Areku,1118,-,-,-,1,1,-,-,100%,23 Jan 2017,03 Oct 2017,15:21
7458,Gokbdfbb,1118,-,-,-,1,1,-,100%,-,12 Mar 2017,03 Oct 2017,15:21
7459,NOBLE,1117,4,9,8,40,77,64%,19%,17%,20 Nov 2015,03 Oct 2017,15:21
7460,Klanok,1117,2,-,1,3,6,67%,17%,17%,20 Jan 2016,03 Oct 2017,15:21
7461,DarkwingDuck,1117,1,7,2,3,24,67%,29%,4%,30 May 2016,03 Oct 2017,15:21
7462,Drizzle Mozay,1117,1,2,1,3,7,57%,14%,29%,10 Jan 2017,03 Oct 2017,15:21
7463,xo Kirito,1117,1,1,1,5,22,55%,23%,23%,14 Apr 2016,03 Oct 2017,15:21
7464,Kermit98,1117,1,1,1,10,17,53%,41%,6%,19 Jun 2016,03 Oct 2017,15:21
7465,JimmyP,1117,1,-,1,2,11,45%,55%,-,22 Jun 2017,03 Oct 2017,15:21
7466,Super213,1117,1,-,-,2,6,50%,17%,33%,14 Oct 2015,03 Oct 2017,15:21
7467,Reaverfx,1117,-,3,5,25,48,48%,25%,27%,22 Oct 2015,03 Oct 2017,15:21
7468,CombustibleToast,1117,-,2,2,7,17,41%,29%,29%,11 May 2016,03 Oct 2017,15:21
7469,rpmor,1117,-,1,3,1,17,88%,12%,-,28 Aug 2016,03 Oct 2017,15:21
7470,trainhighway,1117,-,1,1,3,11,36%,45%,18%,17 Feb 2016,03 Oct 2017,15:21
7471,ImperialCreed,1117,-,1,-,2,6,17%,-,83%,14 Oct 2015,03 Oct 2017,15:21
7472,Marins,1117,-,1,-,5,6,-,-,100%,06 Nov 2015,03 Oct 2017,15:21
7473,oldSerge,1117,-,1,-,2,4,25%,-,75%,05 Dec 2015,03 Oct 2017,15:21
7474,Nighthawk072102,1117,-,-,2,2,6,50%,17%,33%,02 Mar 2016,03 Oct 2017,15:21
7475,jedkhoo,1117,-,-,1,4,10,30%,40%,30%,13 Mar 2017,03 Oct 2017,15:21
7476,Dapper cyborg,1117,-,-,1,2,3,33%,33%,33%,23 Oct 2015,03 Oct 2017,15:21
7477,MountBlade,1117,-,-,-,4,8,-,50%,50%,18 Oct 2015,03 Oct 2017,15:21
7478,Royalbhati,1117,-,-,-,4,6,-,17%,83%,07 Jan 2016,03 Oct 2017,15:21
7479,Karios,1117,-,-,-,1,4,25%,25%,50%,21 Oct 2015,03 Oct 2017,15:21
7480,Doog,1117,-,-,-,2,4,-,25%,75%,08 Apr 2016,03 Oct 2017,15:21
7481,Karnage,1117,-,-,-,1,3,33%,33%,33%,28 Dec 2015,03 Oct 2017,15:21
7482,Wilsonlucy,1117,-,-,-,1,3,-,-,100%,24 Oct 2015,03 Oct 2017,15:21
7483,Carlito,1117,-,-,-,1,3,-,-,100%,30 Dec 2015,03 Oct 2017,15:21
7484,F4N4TIC0,1117,-,-,-,2,3,-,-,100%,13 Sep 2016,03 Oct 2017,15:21
7485,tybone96,1117,-,-,-,1,2,-,50%,50%,01 May 2017,03 Oct 2017,15:21
7486,Box Of Care,1117,-,-,-,1,2,-,50%,50%,29 Jun 2016,03 Oct 2017,15:21
7487,Dreamwalker9,1117,-,-,-,1,2,-,-,100%,17 Sep 2016,03 Oct 2017,15:21
7488,MeMeBigBoy,1117,-,-,-,2,2,-,-,100%,17 Jun 2017,03 Oct 2017,15:21
7489,pHRetrO,1117,-,-,-,1,2,-,50%,50%,01 Jan 2017,03 Oct 2017,15:21
7490,mohammadsah80,1117,-,-,-,1,1,-,-,100%,27 Oct 2015,03 Oct 2017,15:21
7491,mcveri,1117,-,-,-,1,1,-,-,100%,06 Jul 2016,03 Oct 2017,15:21
7492,CaptainUnderpants,1117,-,-,-,1,1,-,-,100%,27 May 2016,03 Oct 2017,15:21
7493,sevikos,1117,-,-,-,1,1,-,-,100%,26 Oct 2015,03 Oct 2017,15:21
7494,BubbaHungry,1117,-,-,-,1,1,-,-,100%,01 Dec 2015,03 Oct 2017,15:21
7495,Diligent Nose,1116,5,3,3,11,23,83%,13%,4%,16 Oct 2015,03 Oct 2017,15:21
7496,Hadar Dawn,1116,4,10,15,63,104,58%,39%,3%,09 Nov 2016,03 Oct 2017,15:21
7497,VILenin,1116,4,2,-,6,18,72%,17%,11%,22 Apr 2016,03 Oct 2017,15:21
7498,0live,1116,2,1,1,6,13,46%,38%,15%,28 Oct 2015,03 Oct 2017,15:21
7499,HavokH38,1116,2,-,1,2,9,67%,22%,11%,10 Jul 2017,03 Oct 2017,15:21
7500,McThagor,1116,1,3,-,3,11,45%,36%,18%,29 Dec 2015,03 Oct 2017,15:21
7501,Vinz,1116,1,2,-,2,8,50%,13%,38%,15 Oct 2015,03 Oct 2017,15:21
7502,Lyork21,1116,1,1,2,2,8,50%,13%,38%,06 Nov 2016,03 Oct 2017,15:21
7503,Mschweng,1116,1,1,1,6,17,35%,41%,24%,20 Oct 2015,03 Oct 2017,15:21
7504,Saucetrays,1116,1,1,1,10,13,46%,31%,23%,20 Oct 2015,03 Oct 2017,15:21
7505,Stormtrooper16,1116,1,1,1,3,7,57%,-,43%,01 Sep 2016,03 Oct 2017,15:21
7506,aymeh,1116,1,-,2,3,7,71%,-,29%,05 Apr 2016,03 Oct 2017,15:21
7507,Crowley,1116,1,-,-,1,6,33%,33%,33%,08 Oct 2015,03 Oct 2017,15:21
7508,Humpydumpydink,1116,1,-,-,1,6,17%,33%,50%,26 Jan 2017,03 Oct 2017,15:21
7509,helium2s1,1116,1,-,-,1,4,75%,-,25%,16 Oct 2015,03 Oct 2017,15:21
7510,Jeliera,1116,1,-,-,1,2,50%,50%,-,04 Nov 2015,03 Oct 2017,15:21
7511,Socky,1116,-,2,4,12,30,57%,27%,17%,18 Feb 2016,03 Oct 2017,15:21
7512,Black Lion,1116,-,2,2,6,9,67%,-,33%,15 Oct 2015,03 Oct 2017,15:21
7513,AntalFyra,1116,-,2,1,4,9,44%,56%,-,26 Oct 2015,03 Oct 2017,15:21
7514,Commander Rebelite,1116,-,2,-,6,14,29%,14%,57%,07 Apr 2017,03 Oct 2017,15:21
7515,Trepty,1116,-,1,2,4,9,56%,33%,11%,27 Nov 2015,03 Oct 2017,15:21
7516,GetOffMyScreen,1116,-,1,-,4,11,36%,36%,27%,23 Apr 2016,03 Oct 2017,15:21
7517,Dinoshaw,1116,-,1,-,4,6,17%,67%,17%,10 Jul 2016,03 Oct 2017,15:21
7518,FisHTaco,1116,-,1,-,1,4,25%,-,75%,21 Jan 2017,03 Oct 2017,15:21
7519,Degalii,1116,-,1,-,1,2,50%,-,50%,05 Nov 2016,03 Oct 2017,15:21
7520,wbqd,1116,-,1,-,1,2,-,-,100%,18 Oct 2015,03 Oct 2017,15:21
7521,Waylon,1116,-,-,2,4,22,32%,23%,45%,16 Oct 2015,03 Oct 2017,15:21
7522,SparkyFox,1116,-,-,-,20,20,100%,-,-,15 Apr 2016,03 Oct 2017,15:21
7523,Smithy,1116,-,-,-,2,10,-,-,100%,08 Nov 2015,03 Oct 2017,15:21
7524,Noah111,1116,-,-,-,5,7,29%,57%,14%,11 Mar 2017,03 Oct 2017,15:21
7525,Kosh,1116,-,-,-,1,7,14%,43%,43%,25 Oct 2015,03 Oct 2017,15:21
7526,Moduspwned,1116,-,-,-,2,5,-,20%,80%,23 Jun 2016,03 Oct 2017,15:21
7527,Over,1116,-,-,-,1,4,-,25%,75%,15 May 2017,03 Oct 2017,15:21
7528,Sirius-,1116,-,-,-,2,3,33%,33%,33%,21 Apr 2017,03 Oct 2017,15:21
7529,GioMat,1116,-,-,-,1,2,-,-,100%,23 Jan 2017,03 Oct 2017,15:21
7530,tahajasim,1116,-,-,-,2,2,-,100%,-,18 Feb 2016,03 Oct 2017,15:21
7531,xixin77,1116,-,-,-,1,1,-,100%,-,18 Oct 2015,03 Oct 2017,15:21
7532,techora,1116,-,-,-,1,1,-,-,100%,04 Dec 2016,03 Oct 2017,15:21
7533,DeNeSsOuSa,1116,-,-,-,1,1,-,-,100%,28 Dec 2016,03 Oct 2017,15:21
7534,Btkakashi,1115,3,-,2,7,15,87%,-,13%,14 Nov 2015,03 Oct 2017,15:21
7535,Skyroad,1115,3,-,2,3,12,67%,17%,17%,17 Sep 2016,03 Oct 2017,15:21
7536,Fuzzoology,1115,2,7,5,32,70,67%,33%,-,24 Feb 2017,03 Oct 2017,15:21
7537,McMutton,1115,1,3,1,1,21,62%,19%,19%,25 Oct 2015,03 Oct 2017,15:21
7538,CapHullis,1115,1,-,-,1,4,25%,-,75%,13 Oct 2015,03 Oct 2017,15:21
7539,reza1001,1115,1,-,-,1,2,50%,-,50%,31 Oct 2015,03 Oct 2017,15:21
7540,Balor McGrand,1115,-,1,1,1,3,67%,33%,-,20 Oct 2015,03 Oct 2017,15:21
7541,Dacheat1000,1115,-,1,-,2,5,40%,60%,-,06 Nov 2015,03 Oct 2017,15:21
