rank,player,rating,gold,silver,bronze,rated_games,total_games,finished,eliminated,resigned,joined,date_scraped,time_scraped
4245,robotosaur,1190,-,-,-,1,1,100%,-,-,06 Jan 2016,26 Sep 2017,14:30
4246,bratterz,1190,-,-,-,1,1,100%,-,-,06 Oct 2015,26 Sep 2017,14:30
4247,Koecx,1190,-,-,-,1,1,100%,-,-,22 Oct 2015,26 Sep 2017,14:30
4248,KimchiSoju,1190,-,-,-,1,1,100%,-,-,28 Jul 2015,26 Sep 2017,14:30
4249,1223577704,1190,-,-,-,1,1,-,-,100%,16 Oct 2015,26 Sep 2017,14:30
4250,ppasprite,1190,-,-,-,1,1,-,-,100%,20 Oct 2015,26 Sep 2017,14:30
4251,DONbrovsky,1190,-,-,-,1,1,-,-,100%,25 Apr 2017,26 Sep 2017,14:30
4252,Killer123,1190,-,-,-,1,1,-,-,100%,21 Oct 2015,26 Sep 2017,14:30
4253,Iperry,1190,-,-,-,1,1,-,-,100%,20 Oct 2015,26 Sep 2017,14:30
4254,vdor,1190,-,-,-,1,1,-,-,100%,18 Oct 2015,26 Sep 2017,14:30
4255,Captain Toss,1190,-,-,-,1,1,-,100%,-,11 Oct 2015,26 Sep 2017,14:30
4256,DiggBick,1190,-,-,-,1,1,-,-,100%,17 Jul 2017,26 Sep 2017,14:30
4257,coraabe,1190,-,-,-,1,1,-,-,100%,17 Oct 2015,26 Sep 2017,14:30
4258,HoneyCentaur,1190,-,-,-,1,1,-,-,100%,21 Oct 2015,26 Sep 2017,14:30
4259,Z80jim,1190,-,-,-,1,1,-,-,100%,17 Oct 2015,26 Sep 2017,14:30
4260,Saints King,1190,-,-,-,1,1,-,-,100%,13 Mar 2016,26 Sep 2017,14:30
4261,fowardape,1190,-,-,-,1,1,-,-,100%,08 Nov 2015,26 Sep 2017,14:30
4262,Widow Maker,1190,-,-,-,1,1,-,-,100%,12 Jun 2017,26 Sep 2017,14:30
4263,ThankedPuma,1190,-,-,-,1,1,-,-,100%,06 Oct 2015,26 Sep 2017,14:30
4264,Barc,1190,-,-,-,1,1,-,-,100%,23 Oct 2015,26 Sep 2017,14:30
4265,rafappm,1190,-,-,-,1,1,-,-,100%,19 Oct 2015,26 Sep 2017,14:30
4266,Wonko,1190,-,-,-,1,1,-,-,100%,30 Sep 2015,26 Sep 2017,14:30
4267,RXXW,1190,-,-,-,1,1,-,-,100%,16 Oct 2015,26 Sep 2017,14:30
4268,payton,1190,-,-,-,1,1,-,-,100%,15 Oct 2015,26 Sep 2017,14:30
4269,1162420501,1190,-,-,-,1,1,-,100%,-,25 Oct 2015,26 Sep 2017,14:30
4270,Kiukiulee,1190,-,-,-,1,1,-,-,100%,20 Oct 2015,26 Sep 2017,14:30
4271,Trump Trump,1190,-,-,-,1,1,-,-,100%,07 Jul 2017,26 Sep 2017,14:30
4272,DragonBorn99,1190,-,-,-,1,1,-,-,100%,16 Oct 2015,26 Sep 2017,14:30
4273,Player 03885,1190,-,-,-,1,1,-,-,100%,03 May 2016,26 Sep 2017,14:30
4274,Insignia,1190,-,-,-,1,1,-,-,100%,16 Oct 2015,26 Sep 2017,14:30
4275,steelarm41,1190,-,-,-,1,1,-,-,100%,15 Oct 2015,26 Sep 2017,14:30
4276,goodmorning,1190,-,-,-,1,1,-,100%,-,28 Oct 2015,26 Sep 2017,14:30
4277,aGuy,1190,-,-,-,1,1,-,100%,-,06 Feb 2017,26 Sep 2017,14:30
4278,el destroier,1190,-,-,-,1,1,-,100%,-,12 Jul 2017,26 Sep 2017,14:30
4279,Dominator,1190,-,-,-,1,1,-,100%,-,15 Oct 2015,26 Sep 2017,14:30
4280,kalebnilsson,1190,-,-,-,1,1,-,-,100%,15 Oct 2015,26 Sep 2017,14:30
4281,tonybrew4u,1189,11,9,14,31,67,82%,16%,1%,28 Oct 2015,26 Sep 2017,14:30
4282,Vanquisher,1189,4,3,4,16,27,56%,26%,19%,17 Oct 2015,26 Sep 2017,14:30
4283,sakebomb,1189,3,1,-,3,8,50%,13%,38%,13 Dec 2016,26 Sep 2017,14:30
4284,Doddo22,1189,2,5,-,3,17,59%,18%,24%,30 Nov 2015,26 Sep 2017,14:30
4285,Zepherxis,1189,2,3,-,1,8,75%,13%,13%,19 Oct 2015,26 Sep 2017,14:30
4286,Oracolo,1189,2,2,1,8,16,88%,6%,6%,25 Oct 2015,26 Sep 2017,14:30
4287,E-T-T,1189,2,1,3,5,11,73%,18%,9%,22 Oct 2015,26 Sep 2017,14:30
4288,paurl,1189,2,1,1,1,6,100%,-,-,08 Nov 2015,26 Sep 2017,14:30
4289,Target Tom,1189,1,3,1,1,12,83%,17%,-,29 Apr 2017,26 Sep 2017,14:30
4290,EnderSmaug,1189,1,2,2,3,13,54%,31%,15%,13 Jan 2017,26 Sep 2017,14:30
4291,Mintman,1189,1,2,-,1,9,67%,11%,22%,02 Nov 2015,26 Sep 2017,14:30
4292,King Night,1189,1,1,-,5,9,44%,44%,11%,26 Jan 2016,26 Sep 2017,14:30
4293,M1ll3r,1189,1,1,-,1,6,50%,-,50%,19 Oct 2015,26 Sep 2017,14:30
4294,Aiyara62,1189,1,1,-,3,5,60%,20%,20%,25 Oct 2015,26 Sep 2017,14:30
4295,AirKatanka,1189,1,1,-,1,4,50%,-,50%,13 Jan 2017,26 Sep 2017,14:30
4296,BabelMatrix,1189,1,-,1,1,4,75%,25%,-,30 Oct 2015,26 Sep 2017,14:30
4297,arod1204,1189,1,-,-,3,5,40%,40%,20%,17 Oct 2015,26 Sep 2017,14:30
4298,Chezha,1189,1,-,-,1,3,100%,-,-,22 Nov 2015,26 Sep 2017,14:30
4299,ty-hg,1189,1,-,-,1,2,100%,-,-,19 Oct 2015,26 Sep 2017,14:30
4300,graddy,1189,1,-,-,1,2,100%,-,-,17 Oct 2015,26 Sep 2017,14:30
4301,Balsaknudel,1189,-,4,1,17,25,60%,40%,-,26 Dec 2016,26 Sep 2017,14:30
4302,BLives,1189,-,3,1,2,22,55%,14%,32%,15 Oct 2015,26 Sep 2017,14:30
4303,Crankshaw,1189,-,2,1,1,5,80%,-,20%,22 Oct 2015,26 Sep 2017,14:30
4304,Cello,1189,-,1,2,1,5,60%,-,40%,25 Oct 2015,26 Sep 2017,14:30
4305,Mystr_explodr,1189,-,1,-,1,4,25%,-,75%,18 Mar 2016,26 Sep 2017,14:30
4306,Jgomatic,1189,-,1,-,2,2,-,-,100%,16 Oct 2015,26 Sep 2017,14:30
4307,agentpeepoo,1189,-,-,-,1,6,17%,50%,33%,03 Feb 2016,26 Sep 2017,14:30
4308,djDangerBurgers,1189,-,-,-,2,5,20%,20%,60%,13 Jun 2016,26 Sep 2017,14:30
4309,Icks,1189,-,-,-,1,4,25%,50%,25%,19 Feb 2016,26 Sep 2017,14:30
4310,Prova,1189,-,-,-,2,4,-,25%,75%,02 Nov 2015,26 Sep 2017,14:30
4311,BHREAPER0831,1189,-,-,-,1,3,33%,-,67%,17 Oct 2015,26 Sep 2017,14:30
4312,PRTI,1189,-,-,-,1,3,-,33%,67%,28 Feb 2017,26 Sep 2017,14:30
4313,Browserz,1189,-,-,-,1,3,-,33%,67%,25 Nov 2015,26 Sep 2017,14:30
4314,Lola330,1189,-,-,-,1,3,-,-,100%,18 Oct 2015,26 Sep 2017,14:30
4315,bloxman797,1189,-,-,-,1,2,50%,-,50%,13 Mar 2017,26 Sep 2017,14:30
4316,gaulin182,1189,-,-,-,1,2,-,50%,50%,18 Aug 2017,26 Sep 2017,14:30
4317,Battlebot1,1189,-,-,-,1,2,-,-,100%,30 Jan 2016,26 Sep 2017,14:30
4318,Zagorax,1189,-,-,-,1,2,-,-,100%,18 Feb 2016,26 Sep 2017,14:30
4319,Deekay,1189,-,-,-,1,2,-,-,100%,07 Oct 2015,26 Sep 2017,14:30
4320,Kindroid,1189,-,-,-,1,2,-,-,100%,04 Apr 2017,26 Sep 2017,14:30
4321,Margulan1995,1189,-,-,-,1,1,-,-,100%,18 Oct 2015,26 Sep 2017,14:30
4322,Tuck4832,1189,-,-,-,1,1,-,100%,-,22 Oct 2015,26 Sep 2017,14:30
4323,Niverino,1189,-,-,-,1,1,-,-,100%,18 Jan 2017,26 Sep 2017,14:30
4324,sancho,1188,6,6,-,16,30,63%,27%,10%,25 Oct 2015,26 Sep 2017,14:30
4325,DemiGod,1188,6,4,3,2,17,82%,6%,12%,24 Oct 2016,26 Sep 2017,14:30
4326,hejdas,1188,5,2,1,13,27,59%,22%,19%,16 Apr 2016,26 Sep 2017,14:30
4327,Idaguy,1188,4,-,1,7,15,60%,27%,13%,13 Feb 2016,26 Sep 2017,14:30
4328,Tkyl,1188,3,1,1,12,13,46%,23%,31%,07 Oct 2015,26 Sep 2017,14:30
4329,Rix de Turcan,1188,3,1,-,7,11,45%,18%,36%,27 Oct 2015,26 Sep 2017,14:30
4330,fjen,1188,3,-,-,4,12,58%,25%,17%,22 Oct 2015,26 Sep 2017,14:30
4331,QubeKnight,1188,2,4,-,1,15,60%,27%,13%,14 Feb 2016,26 Sep 2017,14:30
4332,hwello,1188,2,3,5,5,14,93%,7%,-,20 Nov 2015,26 Sep 2017,14:30
4333,CreakyAsp,1188,2,3,-,7,19,68%,16%,16%,05 Apr 2017,26 Sep 2017,14:30
4334,AmOk4aGirl,1188,2,2,1,12,19,58%,37%,5%,21 Nov 2015,26 Sep 2017,14:30
4335,ToTheMaximum,1188,1,4,-,10,13,69%,31%,-,30 Sep 2015,26 Sep 2017,14:30
4336,J Teller,1188,1,1,1,2,5,80%,20%,-,23 Nov 2015,26 Sep 2017,14:30
4337,Strenger14,1188,1,1,-,1,7,57%,-,43%,27 Apr 2017,26 Sep 2017,14:30
4338,Equo,1188,1,-,1,6,8,75%,13%,13%,28 Jan 2017,26 Sep 2017,14:30
4339,Mrpoopypants,1188,1,-,-,7,10,30%,20%,50%,03 Jun 2017,26 Sep 2017,14:30
4340,Rowkia,1188,1,-,-,1,6,100%,-,-,06 Dec 2015,26 Sep 2017,14:30
4341,Lackbeard,1188,1,-,-,1,6,33%,17%,50%,27 Nov 2015,26 Sep 2017,14:30
4342,soundrain,1188,1,-,-,1,5,80%,20%,-,17 Dec 2015,26 Sep 2017,14:30
4343,TheSheepMedic,1188,1,-,-,1,5,20%,-,80%,20 Jan 2016,26 Sep 2017,14:30
4344,Enhyr,1188,1,-,-,1,4,100%,-,-,22 Oct 2015,26 Sep 2017,14:30
4345,Aydin,1188,1,-,-,1,4,75%,25%,-,28 Oct 2015,26 Sep 2017,14:30
4346,MageofMind84,1188,-,3,3,10,12,83%,17%,-,13 Mar 2017,26 Sep 2017,14:30
4347,DragonGod,1188,-,3,1,1,8,75%,25%,-,14 Nov 2015,26 Sep 2017,14:30
4348,Pecholas,1188,-,1,1,1,5,40%,-,60%,15 Mar 2017,26 Sep 2017,14:30
4349,Sansi,1188,-,1,-,1,3,67%,33%,-,16 Oct 2016,26 Sep 2017,14:30
4350,Meade,1188,-,1,-,1,2,100%,-,-,13 Dec 2015,26 Sep 2017,14:30
4351,Dieterskeet10000,1188,-,-,2,1,10,50%,20%,30%,24 Oct 2015,26 Sep 2017,14:30
4352,NickTheToaster,1188,-,-,2,1,6,67%,17%,17%,16 Feb 2016,26 Sep 2017,14:30
4353,bravnot,1188,-,-,1,4,10,30%,40%,30%,31 Dec 2016,26 Sep 2017,14:30
4354,R4v3n,1188,-,-,1,1,5,60%,40%,-,10 Apr 2016,26 Sep 2017,14:30
4355,wewlad,1188,-,-,1,2,4,75%,-,25%,21 Oct 2015,26 Sep 2017,14:30
4356,ShockBolt,1188,-,-,-,4,19,58%,32%,11%,18 Jan 2016,26 Sep 2017,14:30
4357,absblanco,1188,-,-,-,1,5,20%,20%,60%,21 Feb 2016,26 Sep 2017,14:30
4358,Furlough,1188,-,-,-,1,4,25%,25%,50%,02 Feb 2016,26 Sep 2017,14:30
4359,WarHero,1188,-,-,-,2,3,67%,-,33%,16 Feb 2016,26 Sep 2017,14:30
4360,Adoreandu,1188,-,-,-,1,3,67%,-,33%,02 Aug 2016,26 Sep 2017,14:30
4361,QualaPanda,1188,-,-,-,1,3,33%,-,67%,22 Apr 2017,26 Sep 2017,14:30
4362,Stephane Picard,1188,-,-,-,1,3,-,33%,67%,20 Apr 2016,26 Sep 2017,14:30
4363,ShutDown,1188,-,-,-,2,2,50%,-,50%,24 Aug 2016,26 Sep 2017,14:30
4364,Eldarii,1188,-,-,-,1,2,-,-,100%,02 Nov 2015,26 Sep 2017,14:30
4365,John000708,1188,-,-,-,1,1,100%,-,-,27 Dec 2015,26 Sep 2017,14:30
4366,Certes,1188,-,-,-,1,1,-,100%,-,04 May 2016,26 Sep 2017,14:30
4367,Seeker256,1188,-,-,-,1,1,-,-,100%,20 Oct 2015,26 Sep 2017,14:30
4368,Dawnhunter,1188,-,-,-,1,1,-,-,100%,16 Oct 2015,26 Sep 2017,14:30
4369,Rip Harambe,1188,-,-,-,1,1,-,-,100%,23 Sep 2016,26 Sep 2017,14:30
4370,Lazlo,1188,-,-,-,1,1,-,-,100%,18 Oct 2015,26 Sep 2017,14:30
4371,Seniven,1187,7,-,2,15,21,52%,29%,19%,04 Nov 2015,26 Sep 2017,14:30
4372,HardStyle,1187,5,4,3,17,25,88%,8%,4%,14 Oct 2015,26 Sep 2017,14:30
4373,oskarbro,1187,5,4,2,11,26,69%,19%,12%,17 Oct 2015,26 Sep 2017,14:30
4374,MrBear,1187,3,6,2,8,22,64%,36%,-,10 Apr 2016,26 Sep 2017,14:30
4375,TH3TEEN,1187,3,3,2,3,16,100%,-,-,03 Apr 2016,26 Sep 2017,14:30
4376,KeyserSoze,1187,2,1,-,1,6,50%,-,50%,19 Oct 2015,26 Sep 2017,14:30
4377,Nikolai Zateyev,1187,2,-,1,3,6,83%,-,17%,24 Oct 2015,26 Sep 2017,14:30
4378,Pozzo,1187,2,-,-,1,3,100%,-,-,28 Nov 2015,26 Sep 2017,14:30
4379,Rear Admiral Bottoms,1187,1,-,-,3,5,80%,-,20%,15 Oct 2015,26 Sep 2017,14:30
4380,SrgtFleetfoot,1187,1,-,-,1,3,33%,33%,33%,29 Oct 2015,26 Sep 2017,14:30
4381,KateWho,1187,1,-,-,1,2,50%,-,50%,12 Feb 2016,26 Sep 2017,14:30
4382,k7evr,1187,-,4,5,5,18,83%,17%,-,12 Nov 2015,26 Sep 2017,14:30
4383,TBOisaac,1187,-,3,1,1,9,78%,22%,-,30 Oct 2015,26 Sep 2017,14:30
4384,Io242,1187,-,1,2,2,10,80%,10%,10%,26 Oct 2015,26 Sep 2017,14:30
4385,fiedler,1187,-,1,2,1,5,60%,20%,20%,30 Nov 2015,26 Sep 2017,14:30
4386,Enigmatic,1187,-,1,1,4,8,50%,25%,25%,17 Oct 2015,26 Sep 2017,14:30
4387,MTBB,1187,-,1,1,5,8,25%,-,75%,20 Oct 2015,26 Sep 2017,14:30
4388,Kavp,1187,-,1,1,1,7,29%,29%,43%,26 Feb 2017,26 Sep 2017,14:30
4389,gruntled,1187,-,1,1,2,6,83%,-,17%,23 Aug 2017,26 Sep 2017,14:30
4390,Woyteck,1187,-,-,2,1,7,71%,-,29%,22 Nov 2015,26 Sep 2017,14:30
4391,theuncommon,1187,-,-,1,3,8,75%,-,25%,15 Oct 2015,26 Sep 2017,14:30
4392,Intervention,1187,-,-,1,1,7,29%,29%,43%,17 Oct 2015,26 Sep 2017,14:30
4393,Luke Licens,1187,-,-,-,1,4,75%,25%,-,01 Jan 2016,26 Sep 2017,14:30
4394,tmthesaurus,1187,-,-,-,1,3,33%,67%,-,14 Oct 2015,26 Sep 2017,14:30
4395,Mjoln1r,1187,-,-,-,3,3,33%,67%,-,25 May 2016,26 Sep 2017,14:30
4396,Capablanca,1187,-,-,-,1,3,33%,-,67%,27 Jan 2016,26 Sep 2017,14:30
4397,finishedlast,1187,-,-,-,1,2,50%,50%,-,25 Dec 2015,26 Sep 2017,14:30
4398,Gouffraise,1187,-,-,-,1,1,-,-,100%,04 Feb 2017,26 Sep 2017,14:30
4399,BlackPow,1186,5,1,-,9,16,63%,31%,6%,19 Oct 2015,26 Sep 2017,14:30
4400,Salamander1987,1186,5,-,-,2,10,70%,-,30%,17 May 2017,26 Sep 2017,14:30
4401,sweh,1186,4,7,2,21,24,79%,13%,8%,16 Oct 2015,26 Sep 2017,14:30
4402,buskerquinn,1186,4,3,2,21,30,77%,20%,3%,20 Oct 2015,26 Sep 2017,14:30
4403,ShawnO,1186,4,2,-,7,22,45%,14%,41%,23 Nov 2015,26 Sep 2017,14:30
4404,RandomAxis,1186,3,7,4,6,31,61%,32%,6%,19 Oct 2015,26 Sep 2017,14:30
4405,Ganimo,1186,3,2,4,4,18,50%,6%,44%,16 Oct 2015,26 Sep 2017,14:30
4406,Ataxius,1186,3,2,-,1,8,100%,-,-,02 Jan 2017,26 Sep 2017,14:30
4407,Minibanks171,1186,2,1,-,5,10,60%,30%,10%,11 Nov 2015,26 Sep 2017,14:30
4408,FrogTog,1186,1,6,4,6,30,63%,17%,20%,20 Jul 2016,26 Sep 2017,14:30
4409,Haspario,1186,1,5,1,18,29,52%,28%,21%,18 Oct 2015,26 Sep 2017,14:30
4410,Johannes Ripae,1186,1,2,2,8,18,39%,44%,17%,06 Jun 2016,26 Sep 2017,14:30
4411,Durian,1186,1,1,2,6,13,54%,23%,23%,21 Nov 2015,26 Sep 2017,14:30
4412,kkdelux,1186,1,1,1,1,5,80%,-,20%,21 Oct 2015,26 Sep 2017,14:30
4413,Cat O Fire,1186,1,-,1,7,16,69%,25%,6%,19 Jul 2016,26 Sep 2017,14:30
4414,Keelias,1186,1,-,1,1,3,67%,33%,-,10 Mar 2016,26 Sep 2017,14:30
4415,FPTom,1186,1,-,-,1,4,50%,25%,25%,04 Apr 2016,26 Sep 2017,14:30
4416,Manfos,1186,1,-,-,1,2,100%,-,-,08 Oct 2016,26 Sep 2017,14:30
4417,snowkira,1186,-,2,1,1,5,100%,-,-,04 Jan 2016,26 Sep 2017,14:30
4418,thorkon,1186,-,1,3,1,6,67%,17%,17%,20 Oct 2015,26 Sep 2017,14:30
4419,Kebeck,1186,-,1,1,5,7,86%,14%,-,15 Oct 2015,26 Sep 2017,14:30
4420,Zak Asher,1186,-,1,1,3,5,60%,-,40%,17 Oct 2015,26 Sep 2017,14:30
4421,Default02,1186,-,1,1,3,4,50%,-,50%,17 Oct 2015,26 Sep 2017,14:30
4422,Razgriz,1186,-,1,-,2,5,-,40%,60%,17 Oct 2016,26 Sep 2017,14:30
4423,ECCOJAMS,1186,-,1,-,1,2,-,-,100%,09 Dec 2015,26 Sep 2017,14:30
4424,Firepatz51,1186,-,-,2,1,7,29%,29%,43%,18 Oct 2015,26 Sep 2017,14:30
4425,Barqu,1186,-,-,1,2,6,50%,-,50%,16 Mar 2016,26 Sep 2017,14:30
4426,kurigohan,1186,-,-,1,3,5,40%,40%,20%,11 Jan 2016,26 Sep 2017,14:30
4427,Dfish,1186,-,-,1,2,5,20%,20%,60%,19 Oct 2015,26 Sep 2017,14:30
4428,Lastfirst,1186,-,-,1,2,2,50%,-,50%,27 May 2016,26 Sep 2017,14:30
4429,DaedraLordAura,1186,-,-,-,1,7,29%,43%,29%,20 Oct 2015,26 Sep 2017,14:30
4430,Cr4zy_st3ve,1186,-,-,-,2,6,-,50%,50%,17 Oct 2015,26 Sep 2017,14:30
4431,Lord Hortler,1186,-,-,-,2,5,40%,20%,40%,26 Feb 2017,26 Sep 2017,14:30
4432,GhastHunter,1186,-,-,-,1,4,50%,-,50%,14 Feb 2016,26 Sep 2017,14:30
4433,Thedreamdemon,1186,-,-,-,1,3,-,67%,33%,10 Aug 2017,26 Sep 2017,14:30
4434,Dragonic Fox,1186,-,-,-,1,2,50%,-,50%,16 Apr 2016,26 Sep 2017,14:30
4435,waverider9000,1186,-,-,-,1,2,50%,-,50%,22 Nov 2015,26 Sep 2017,14:30
4436,MenAreGay,1186,-,-,-,2,2,-,-,100%,17 Jun 2017,26 Sep 2017,14:30
4437,BarbourBoris,1186,-,-,-,1,2,-,100%,-,28 Nov 2016,26 Sep 2017,14:30
4438,WindowFinn,1185,8,7,8,10,41,71%,17%,12%,02 Sep 2016,26 Sep 2017,14:30
4439,too busy gaming,1185,4,1,1,9,16,56%,19%,25%,21 Oct 2015,26 Sep 2017,14:30
4440,PureMayhem,1185,3,3,-,8,18,50%,33%,17%,09 Apr 2016,26 Sep 2017,14:30
4441,Quasiquo,1185,3,3,-,3,9,67%,-,33%,22 Oct 2015,26 Sep 2017,14:30
4442,MiNiMONSTR,1185,2,7,9,5,82,80%,16%,4%,04 Nov 2015,26 Sep 2017,14:30
4443,Naked_Pots,1185,2,5,3,5,28,64%,25%,11%,30 Sep 2016,26 Sep 2017,14:30
4444,AllanBR,1185,2,3,3,31,40,68%,28%,5%,19 Oct 2015,26 Sep 2017,14:30
4445,Pylambo,1185,2,2,3,6,21,67%,14%,19%,28 Nov 2015,26 Sep 2017,14:30
4446,Wtb1337,1185,2,2,2,1,19,79%,16%,5%,10 Nov 2015,26 Sep 2017,14:30
4447,RedQueen88,1185,2,2,2,5,19,47%,47%,5%,03 Nov 2015,26 Sep 2017,14:30
4448,uncle,1185,2,2,1,1,13,77%,-,23%,07 Aug 2016,26 Sep 2017,14:30
4449,Murtagh21,1185,2,2,1,1,11,55%,18%,27%,04 Jun 2017,26 Sep 2017,14:30
4450,Ruukari,1185,2,-,-,2,8,75%,-,25%,26 Nov 2015,26 Sep 2017,14:30
4451,Cuppa81,1185,1,2,3,3,15,93%,-,7%,04 May 2015,26 Sep 2017,14:30
4452,Harald_Hardrada,1185,1,1,1,2,10,60%,-,40%,01 Dec 2015,26 Sep 2017,14:30
4453,nsizip,1185,1,1,-,2,6,50%,17%,33%,05 Jan 2017,26 Sep 2017,14:30
4454,IVSaken,1185,1,-,2,2,7,71%,14%,14%,02 Nov 2015,26 Sep 2017,14:30
4455,eggfu,1185,1,-,1,2,4,100%,-,-,08 Oct 2015,26 Sep 2017,14:30
4456,C15 Attacker,1185,1,-,-,1,17,18%,6%,76%,23 Jan 2017,26 Sep 2017,14:30
4457,Spychicken,1185,1,-,-,1,7,57%,43%,-,11 Aug 2015,26 Sep 2017,14:30
4458,Double-Cheese,1185,1,-,-,2,3,100%,-,-,06 Jul 2016,26 Sep 2017,14:30
4459,Behni,1185,1,-,-,1,3,100%,-,-,30 Jan 2016,26 Sep 2017,14:30
4460,kezzo4,1185,-,2,3,2,7,86%,14%,-,07 Sep 2016,26 Sep 2017,14:30
4461,CaTlIvEr,1185,-,1,-,1,2,50%,-,50%,19 Oct 2016,26 Sep 2017,14:30
4462,Simion tar,1185,-,-,1,1,5,20%,80%,-,13 Feb 2016,26 Sep 2017,14:30
4463,MisterUltra,1185,-,-,-,2,6,67%,-,33%,05 Oct 2015,26 Sep 2017,14:30
4464,Dinaeden,1185,-,-,-,2,6,50%,33%,17%,27 May 2017,26 Sep 2017,14:30
4465,Dave110986,1185,-,-,-,2,6,-,83%,17%,10 Nov 2015,26 Sep 2017,14:30
4466,Frorefare,1185,-,-,-,2,3,33%,67%,-,31 Mar 2017,26 Sep 2017,14:30
4467,CommodorevanRensburg,1185,-,-,-,1,3,-,-,100%,30 Jun 2016,26 Sep 2017,14:30
4468,Rabrosco,1185,-,-,-,2,2,-,-,100%,08 Apr 2017,26 Sep 2017,14:30
4469,FuckRonCarmel,1185,-,-,-,1,1,-,100%,-,08 May 2017,26 Sep 2017,14:30
4470,Krp16,1184,16,13,5,33,68,65%,25%,10%,19 Oct 2015,26 Sep 2017,14:30
4471,LouieCicada,1184,6,6,13,56,75,56%,37%,7%,01 Nov 2015,26 Sep 2017,14:30
4472,PwnDragon,1184,5,5,1,8,18,72%,22%,6%,16 Oct 2015,26 Sep 2017,14:30
4473,Jdavidc,1184,4,3,3,11,21,76%,19%,5%,12 Nov 2015,26 Sep 2017,14:30
4474,JustC,1184,3,5,2,14,32,69%,16%,16%,06 Dec 2015,26 Sep 2017,14:30
4475,Stonewall,1184,2,6,1,7,23,65%,22%,13%,17 Oct 2015,26 Sep 2017,14:30
4476,Complex,1184,2,4,2,3,22,64%,18%,18%,25 May 2015,26 Sep 2017,14:30
4477,SimplyS,1184,2,2,4,4,17,53%,12%,35%,27 Dec 2015,26 Sep 2017,14:30
4478,Makaay,1184,2,1,2,7,19,42%,11%,47%,01 Sep 2016,26 Sep 2017,14:30
4479,HyperAKtive,1184,2,-,1,2,8,63%,13%,25%,23 Oct 2015,26 Sep 2017,14:30
4480,Torcholtari,1184,2,-,1,2,8,63%,13%,25%,17 Feb 2016,26 Sep 2017,14:30
4481,Mosley,1184,1,2,2,6,10,90%,-,10%,15 Oct 2015,26 Sep 2017,14:30
4482,IamnotAlCzervik,1184,1,1,4,15,18,72%,17%,11%,05 Nov 2015,26 Sep 2017,14:30
4483,Fobok,1184,1,1,2,9,11,91%,9%,-,26 Oct 2015,26 Sep 2017,14:30
4484,pieman21,1184,1,1,-,1,7,86%,14%,-,07 Apr 2017,26 Sep 2017,14:30
4485,Danny Boy,1184,1,1,-,2,6,67%,17%,17%,17 Dec 2015,26 Sep 2017,14:30
4486,maxanderson11,1184,1,-,1,10,14,64%,14%,21%,19 Oct 2015,26 Sep 2017,14:30
4487,ChairmanAsheth,1184,-,2,-,7,9,56%,33%,11%,13 Feb 2016,26 Sep 2017,14:30
4488,BigBen97,1184,-,1,2,1,8,75%,25%,-,14 Nov 2015,26 Sep 2017,14:30
4489,Boed23,1184,-,1,-,3,6,17%,67%,17%,15 Oct 2015,26 Sep 2017,14:30
4490,HeyThere97,1184,-,1,-,4,4,-,-,100%,27 Oct 2016,26 Sep 2017,14:30
4491,teh_jon73,1184,-,1,-,3,3,33%,33%,33%,16 Oct 2015,26 Sep 2017,14:30
4492,azemute,1184,-,-,2,5,8,63%,25%,13%,01 Apr 2016,26 Sep 2017,14:30
4493,DrDuckLumps,1184,-,-,1,10,15,47%,33%,20%,15 Dec 2015,26 Sep 2017,14:30
4494,sequencer,1184,-,-,1,3,4,75%,25%,-,28 Jul 2017,26 Sep 2017,14:30
4495,Dalton,1184,-,-,1,1,3,33%,-,67%,16 Oct 2015,26 Sep 2017,14:30
4496,blootone,1184,-,-,-,1,4,25%,50%,25%,26 Nov 2015,26 Sep 2017,14:30
4497,SkumbagRyan,1184,-,-,-,1,3,33%,-,67%,22 May 2016,26 Sep 2017,14:30
4498,Auschwitz123,1184,-,-,-,1,3,-,-,100%,30 Jan 2017,26 Sep 2017,14:30
4499,Logiic Wolfie,1184,-,-,-,2,2,50%,50%,-,20 Jul 2017,26 Sep 2017,14:30
4500,SitiSchu,1184,-,-,-,1,2,50%,-,50%,06 Dec 2015,26 Sep 2017,14:30
4501,SxS46,1184,-,-,-,2,2,-,50%,50%,13 Oct 2015,26 Sep 2017,14:30
4502,Giraffe666,1184,-,-,-,1,2,-,-,100%,25 Nov 2015,26 Sep 2017,14:30
4503,Oliver_,1184,-,-,-,1,1,-,100%,-,15 Feb 2017,26 Sep 2017,14:30
4504,suckmydickbitch,1183,11,1,3,5,41,54%,10%,37%,23 Aug 2016,26 Sep 2017,14:30
4505,LETS TEAM,1183,4,8,7,30,64,58%,22%,20%,13 May 2016,26 Sep 2017,14:30
4506,AceNorth,1183,3,1,-,1,8,63%,13%,25%,14 Nov 2015,26 Sep 2017,14:30
4507,Elhean,1183,3,1,-,5,7,57%,14%,29%,16 Aug 2016,26 Sep 2017,14:30
4508,Warton,1183,2,4,1,22,24,58%,33%,8%,28 Nov 2016,26 Sep 2017,14:30
4509,Fiveo,1183,2,3,1,1,19,84%,16%,-,16 May 2017,26 Sep 2017,14:30
4510,Tarnabus,1183,2,1,-,10,15,53%,20%,27%,28 Oct 2015,26 Sep 2017,14:30
