rank,player,rating,gold,silver,bronze,rated_games,total_games,finished,eliminated,resigned,joined,date_scraped,time_scraped
2733,mandyEstep,1235,-,1,1,1,2,100%,-,-,01 Mar 2016,27 Sep 2017,23:11
2734,Mtndude,1235,-,1,-,1,8,38%,50%,13%,05 May 2017,27 Sep 2017,23:11
2735,vivelame,1235,-,-,2,4,5,80%,20%,-,21 Oct 2015,27 Sep 2017,23:11
2736,Buzka,1235,-,-,2,1,2,100%,-,-,16 Oct 2015,27 Sep 2017,23:11
2737,Tante Yvette,1235,-,-,1,2,6,100%,-,-,27 Jun 2017,27 Sep 2017,23:11
2738,smallporgies,1235,-,-,1,1,4,75%,25%,-,15 Oct 2015,27 Sep 2017,23:11
2739,tayqualls,1235,-,-,-,2,2,-,50%,50%,02 Jun 2016,27 Sep 2017,23:11
2740,zess,1234,8,5,4,17,31,61%,19%,19%,30 Oct 2015,27 Sep 2017,23:11
2741,badatwurdgames,1234,6,4,1,2,12,92%,-,8%,17 Oct 2015,27 Sep 2017,23:11
2742,givani30,1234,5,-,1,2,9,78%,-,22%,15 Oct 2015,27 Sep 2017,23:11
2743,TheSkyFlier,1234,4,-,1,3,9,100%,-,-,08 Apr 2017,27 Sep 2017,23:11
2744,Val-Tyr,1234,3,1,1,1,7,86%,-,14%,14 Dec 2015,27 Sep 2017,23:11
2745,Gproud,1234,2,4,-,1,8,88%,13%,-,15 Oct 2015,27 Sep 2017,23:11
2746,Ruslian,1234,2,3,2,11,20,75%,15%,10%,22 Nov 2015,27 Sep 2017,23:11
2747,Ben Genesis,1234,2,2,2,9,15,73%,13%,13%,19 Oct 2015,27 Sep 2017,23:11
2748,Dratomik,1234,2,2,1,8,12,75%,17%,8%,27 Jul 2017,27 Sep 2017,23:11
2749,Clayman5000,1234,2,1,1,4,15,60%,13%,27%,25 Nov 2015,27 Sep 2017,23:11
2750,Fishy19,1234,2,1,1,1,6,100%,-,-,19 Oct 2015,27 Sep 2017,23:11
2751,michael bono,1234,2,1,-,1,10,70%,20%,10%,20 Oct 2015,27 Sep 2017,23:11
2752,Shuffletruffle,1234,2,1,-,1,5,60%,20%,20%,28 Dec 2015,27 Sep 2017,23:11
2753,Asclepius,1234,2,-,1,2,4,100%,-,-,17 Oct 2015,27 Sep 2017,23:11
2754,The Original Pancake,1234,2,-,-,1,4,100%,-,-,22 Jul 2017,27 Sep 2017,23:11
2755,OrangeGills,1234,1,2,3,9,17,71%,29%,-,01 Nov 2015,27 Sep 2017,23:11
2756,dheath3266,1234,1,-,1,1,2,100%,-,-,19 Oct 2015,27 Sep 2017,23:11
2757,novedrumm,1234,1,-,-,1,4,50%,25%,25%,03 Nov 2015,27 Sep 2017,23:11
2758,Eduardo X,1234,-,1,1,1,3,100%,-,-,15 Oct 2015,27 Sep 2017,23:11
2759,Wooders123,1234,-,1,1,1,2,100%,-,-,22 Oct 2015,27 Sep 2017,23:11
2760,gnarlywhal,1234,-,1,-,5,6,83%,17%,-,16 Oct 2015,27 Sep 2017,23:11
2761,Kvothe1121,1234,-,1,-,1,3,67%,33%,-,19 Dec 2016,27 Sep 2017,23:11
2762,Jules,1234,-,1,-,1,1,100%,-,-,22 Apr 2014,27 Sep 2017,23:11
2763,Mattman75,1234,-,-,2,2,7,57%,29%,14%,18 Nov 2016,27 Sep 2017,23:11
2764,Veryverygoodplayer,1234,-,-,1,1,4,50%,25%,25%,25 Nov 2015,27 Sep 2017,23:11
2765,DanjelRicci,1234,-,-,1,1,3,33%,33%,33%,15 Oct 2015,27 Sep 2017,23:11
2766,True GrAViTy,1234,-,-,-,1,5,20%,20%,60%,05 Jul 2016,27 Sep 2017,23:11
2767,Ssddenus,1234,-,-,-,4,4,100%,-,-,14 Mar 2017,27 Sep 2017,23:11
2768,Macowulf,1234,-,-,-,1,2,100%,-,-,06 Oct 2015,27 Sep 2017,23:11
2769,loveDloveDlove,1234,-,-,-,1,1,100%,-,-,01 Nov 2015,27 Sep 2017,23:11
2770,LordRutz,1233,7,2,1,4,18,94%,6%,-,09 Oct 2016,27 Sep 2017,23:11
2771,Fyfebro,1233,4,2,-,4,8,75%,-,25%,16 Oct 2015,27 Sep 2017,23:11
2772,PocketAces,1233,3,7,-,13,23,70%,4%,26%,12 Jan 2017,27 Sep 2017,23:11
2773,gluand,1233,3,2,-,2,6,67%,-,33%,20 Oct 2015,27 Sep 2017,23:11
2774,Maggot,1233,3,1,-,1,9,56%,33%,11%,15 Jul 2016,27 Sep 2017,23:11
2775,GrewSome,1233,2,1,1,8,10,60%,10%,30%,24 Oct 2015,27 Sep 2017,23:11
2776,Vossy,1233,1,4,2,2,19,68%,26%,5%,05 Apr 2016,27 Sep 2017,23:11
2777,BSG76,1233,1,2,2,13,21,57%,29%,14%,14 Jan 2016,27 Sep 2017,23:11
2778,Pyrodioxide,1233,1,2,2,2,8,88%,13%,-,24 Mar 2016,27 Sep 2017,23:11
2779,crazytimtim,1233,1,1,1,1,4,100%,-,-,21 Oct 2015,27 Sep 2017,23:11
2780,SirAdmiralKensington,1233,1,-,-,2,4,50%,25%,25%,12 Oct 2016,27 Sep 2017,23:11
2781,shim,1233,-,3,1,5,11,73%,18%,9%,02 Jan 2016,27 Sep 2017,23:11
2782,The Omega,1233,-,2,-,2,10,50%,10%,40%,11 Mar 2016,27 Sep 2017,23:11
2783,Arsekicker,1233,-,1,2,15,34,9%,3%,88%,15 Feb 2016,27 Sep 2017,23:11
2784,Moroszkin,1233,-,-,3,4,9,78%,22%,-,29 Jul 2015,27 Sep 2017,23:11
2785,LoneStranger,1233,-,-,1,1,3,67%,33%,-,16 Oct 2015,27 Sep 2017,23:11
2786,DragonOfTheShadows,1233,-,-,1,1,1,100%,-,-,29 Sep 2015,27 Sep 2017,23:11
2787,isaacdies,1233,-,-,-,2,5,60%,20%,20%,07 Apr 2016,27 Sep 2017,23:11
2788,PlebPleb,1233,-,-,-,1,4,75%,-,25%,23 Aug 2016,27 Sep 2017,23:11
2789,Sindaly,1232,10,6,3,1,21,100%,-,-,31 Oct 2015,27 Sep 2017,23:11
2790,Carmasem,1232,8,3,2,4,28,68%,11%,21%,18 Oct 2015,27 Sep 2017,23:11
2791,Donngall,1232,4,3,1,11,19,58%,26%,16%,15 Oct 2015,27 Sep 2017,23:11
2792,Cuhmtastic,1232,4,-,-,1,5,100%,-,-,20 Aug 2016,27 Sep 2017,23:11
2793,LazyTurtle,1232,3,3,2,2,10,100%,-,-,25 Jan 2016,27 Sep 2017,23:11
2794,FreedomWing,1232,3,1,1,11,15,60%,20%,20%,09 Nov 2015,27 Sep 2017,23:11
2795,EnderGamer,1232,3,1,-,4,11,82%,18%,-,23 Sep 2016,27 Sep 2017,23:11
2796,Vincentz,1232,3,-,1,1,5,100%,-,-,18 Jan 2016,27 Sep 2017,23:11
2797,JoshuaSchaeffer,1232,2,3,1,1,7,100%,-,-,06 Nov 2015,27 Sep 2017,23:11
2798,SSVS,1232,2,3,-,3,6,83%,-,17%,20 Feb 2016,27 Sep 2017,23:11
2799,Red5,1232,2,-,1,1,10,90%,-,10%,06 Oct 2015,27 Sep 2017,23:11
2800,Lodrezoh,1232,1,3,2,5,13,92%,8%,-,25 Dec 2015,27 Sep 2017,23:11
2801,loveisforoutlaws,1232,1,2,-,2,5,80%,20%,-,27 Dec 2015,27 Sep 2017,23:11
2802,hortinstein,1232,1,1,-,6,11,45%,9%,45%,13 Oct 2015,27 Sep 2017,23:11
2803,zlohner,1232,1,1,-,5,7,57%,43%,-,26 Sep 2016,27 Sep 2017,23:11
2804,NotRoyaltyy,1232,1,1,-,1,3,100%,-,-,15 Oct 2015,27 Sep 2017,23:11
2805,kiwifoxtrot,1232,1,1,-,2,3,100%,-,-,02 Jan 2016,27 Sep 2017,23:11
2806,hawzy,1232,1,1,-,1,3,67%,-,33%,27 Oct 2015,27 Sep 2017,23:11
2807,96tobi96,1232,1,-,1,6,7,71%,29%,-,20 Oct 2015,27 Sep 2017,23:11
2808,Unbroken911,1232,1,-,-,1,2,50%,-,50%,22 Oct 2015,27 Sep 2017,23:11
2809,DuhDough,1232,-,2,-,4,8,-,-,100%,28 Oct 2015,27 Sep 2017,23:11
2810,Trop Mechant,1232,-,1,2,1,8,75%,13%,13%,24 Oct 2015,27 Sep 2017,23:11
2811,SaturatedChaos,1232,-,1,2,4,6,100%,-,-,27 Feb 2017,27 Sep 2017,23:11
2812,MrHIGHonGAMEZ,1232,-,1,1,1,3,100%,-,-,17 Oct 2015,27 Sep 2017,23:11
2813,Numenor,1232,-,1,-,2,5,40%,40%,20%,03 Mar 2016,27 Sep 2017,23:11
2814,Nenter,1232,-,-,1,1,6,50%,17%,33%,20 Feb 2017,27 Sep 2017,23:11
2815,Blazrael,1232,-,-,1,1,2,-,50%,50%,16 Oct 2015,27 Sep 2017,23:11
2816,Evergreen,1232,-,-,-,2,2,100%,-,-,19 Apr 2016,27 Sep 2017,23:11
2817,Mrboyo,1232,-,-,-,1,1,-,-,100%,22 Oct 2015,27 Sep 2017,23:11
2818,vnazgyl,1232,-,-,-,1,1,-,-,100%,18 Oct 2015,27 Sep 2017,23:11
2819,blqwaah,1231,12,9,4,24,53,77%,23%,-,21 Oct 2015,27 Sep 2017,23:11
2820,Huggerme,1231,9,1,-,2,23,78%,13%,9%,15 Mar 2016,27 Sep 2017,23:11
2821,Richdaweasel,1231,6,3,5,25,25,84%,4%,12%,15 Apr 2017,27 Sep 2017,23:11
2822,Ricc,1231,5,7,4,18,49,55%,31%,14%,13 Mar 2016,27 Sep 2017,23:11
2823,Colonel Ninja Rock,1231,5,1,2,1,14,79%,-,21%,15 Oct 2015,27 Sep 2017,23:11
2824,weelliam,1231,4,3,3,3,21,76%,10%,14%,04 Apr 2017,27 Sep 2017,23:11
2825,hmax,1231,4,1,-,4,9,67%,11%,22%,04 Nov 2015,27 Sep 2017,23:11
2826,Dagda,1231,4,-,-,6,7,86%,14%,-,26 Oct 2015,27 Sep 2017,23:11
2827,Mightykho,1231,3,3,2,1,17,65%,18%,18%,11 Aug 2016,27 Sep 2017,23:11
2828,Sealteam6,1231,3,3,1,1,10,70%,-,30%,05 Nov 2015,27 Sep 2017,23:11
2829,n00br4b,1231,3,2,3,2,21,48%,29%,24%,02 May 2017,27 Sep 2017,23:11
2830,Mighty J,1231,3,1,-,3,5,80%,20%,-,04 Oct 2016,27 Sep 2017,23:11
2831,ncbengal,1231,2,4,2,4,12,100%,-,-,30 May 2017,27 Sep 2017,23:11
2832,jupiterduet,1231,2,3,3,8,14,71%,14%,14%,18 Oct 2015,27 Sep 2017,23:11
2833,Kingkrush99,1231,2,3,3,1,12,100%,-,-,14 Oct 2015,27 Sep 2017,23:11
2834,Tonythetiger055,1231,2,2,-,1,5,60%,20%,20%,29 Oct 2015,27 Sep 2017,23:11
2835,pagshile,1231,2,1,3,3,7,100%,-,-,14 Jun 2017,27 Sep 2017,23:11
2836,Ramblin03,1231,1,1,1,2,5,80%,-,20%,17 Jan 2016,27 Sep 2017,23:11
2837,Earlybird,1231,1,-,2,1,4,75%,-,25%,18 Mar 2016,27 Sep 2017,23:11
2838,Cpg1978,1231,-,2,2,3,11,73%,9%,18%,24 Oct 2016,27 Sep 2017,23:11
2839,Chinese_general,1231,-,2,1,4,8,63%,25%,13%,19 Oct 2015,27 Sep 2017,23:11
2840,Sphincter Inc,1231,-,1,-,6,7,86%,-,14%,16 Jan 2016,27 Sep 2017,23:11
2841,dinosaur,1231,-,1,-,2,2,100%,-,-,26 Oct 2015,27 Sep 2017,23:11
2842,BONGSAM,1231,-,-,4,6,10,70%,20%,10%,01 Jun 2016,27 Sep 2017,23:11
2843,Zapero,1231,-,-,2,1,11,73%,9%,18%,18 May 2016,27 Sep 2017,23:11
2844,Captainswaggy,1231,-,-,2,1,5,40%,-,60%,13 Nov 2015,27 Sep 2017,23:11
2845,Mickle00,1231,-,-,2,3,3,67%,33%,-,23 Oct 2015,27 Sep 2017,23:11
2846,rickydung,1231,-,-,2,1,3,33%,67%,-,18 Oct 2015,27 Sep 2017,23:11
2847,Shak3r1,1231,-,-,1,4,4,50%,-,50%,12 Jun 2016,27 Sep 2017,23:11
2848,TravisChen,1231,-,-,1,1,3,-,67%,33%,23 Mar 2015,27 Sep 2017,23:11
2849,flower,1231,-,-,-,1,1,100%,-,-,26 Oct 2015,27 Sep 2017,23:11
2850,MedranoEmanuel,1230,16,7,7,28,63,83%,14%,3%,11 Dec 2015,27 Sep 2017,23:11
2851,undercoverninja,1230,11,1,10,12,44,68%,25%,7%,30 Oct 2015,27 Sep 2017,23:11
2852,Lfight-on,1230,10,5,2,3,31,77%,6%,16%,19 Mar 2016,27 Sep 2017,23:11
2853,arun4495,1230,9,6,3,37,48,52%,25%,23%,31 Aug 2016,27 Sep 2017,23:11
2854,Apun,1230,9,2,-,1,13,85%,-,15%,12 May 2016,27 Sep 2017,23:11
2855,Serelva,1230,7,4,4,1,21,90%,-,10%,16 Oct 2015,27 Sep 2017,23:11
2856,Trithereon,1230,4,2,-,1,11,82%,9%,9%,01 Aug 2016,27 Sep 2017,23:11
2857,BobbyBlackguard,1230,4,1,1,11,15,80%,7%,13%,05 Oct 2015,27 Sep 2017,23:11
2858,ANGRY MUNCHKIN,1230,3,3,1,1,12,75%,17%,8%,10 Aug 2016,27 Sep 2017,23:11
2859,Saber Kitsune,1230,3,2,1,1,6,100%,-,-,14 Oct 2015,27 Sep 2017,23:11
2860,SangokuRin,1230,3,1,3,1,8,100%,-,-,19 Feb 2016,27 Sep 2017,23:11
2861,doomXO,1230,2,2,3,1,14,100%,-,-,13 Oct 2015,27 Sep 2017,23:11
2862,Bitharne,1230,2,-,1,1,5,100%,-,-,27 Jul 2015,27 Sep 2017,23:11
2863,Deviates,1230,2,-,-,1,2,100%,-,-,06 Oct 2015,27 Sep 2017,23:11
2864,Catsby,1230,1,2,7,9,17,82%,12%,6%,16 Oct 2015,27 Sep 2017,23:11
2865,3mry5,1230,1,2,1,1,8,63%,-,38%,13 Oct 2015,27 Sep 2017,23:11
2866,TomETommyGunThompson,1230,1,2,-,1,5,80%,20%,-,05 Apr 2017,27 Sep 2017,23:11
2867,Epoxy9,1230,1,-,2,1,4,100%,-,-,05 Oct 2016,27 Sep 2017,23:11
2868,TheSilentRaven,1230,1,-,1,4,6,67%,17%,17%,14 Oct 2015,27 Sep 2017,23:11
2869,ayamorcito,1230,1,-,1,1,3,100%,-,-,30 Oct 2015,27 Sep 2017,23:11
2870,TheStranger,1230,1,-,-,1,1,100%,-,-,05 Oct 2015,27 Sep 2017,23:11
2871,PurpleChair,1230,1,-,-,1,1,100%,-,-,12 Oct 2015,27 Sep 2017,23:11
2872,Naasik,1230,-,2,2,6,10,50%,20%,30%,27 Dec 2015,27 Sep 2017,23:11
2873,Slummyjack,1230,-,2,2,1,5,80%,-,20%,06 Oct 2015,27 Sep 2017,23:11
2874,Nixies,1230,-,2,1,4,15,47%,20%,33%,20 Apr 2017,27 Sep 2017,23:11
2875,OliviaOil,1230,-,2,-,4,12,58%,33%,8%,31 Dec 2015,27 Sep 2017,23:11
2876,Malbane,1230,-,2,-,1,6,100%,-,-,12 Jan 2016,27 Sep 2017,23:11
2877,ABetterFire,1230,-,2,-,1,5,100%,-,-,29 May 2017,27 Sep 2017,23:11
2878,N16htblade,1230,-,1,1,1,2,100%,-,-,05 Oct 2015,27 Sep 2017,23:11
2879,FrereThug,1230,-,1,1,1,2,50%,-,50%,15 Oct 2015,27 Sep 2017,23:11
2880,o2tha1,1230,-,1,-,1,4,-,-,100%,14 Oct 2015,27 Sep 2017,23:11
2881,Fantastic Linch,1230,-,1,-,2,2,100%,-,-,17 Oct 2015,27 Sep 2017,23:11
2882,McMoochi,1230,-,-,2,1,4,75%,-,25%,29 Oct 2015,27 Sep 2017,23:11
2883,enrique345,1230,-,-,1,1,3,33%,-,67%,14 Oct 2015,27 Sep 2017,23:11
2884,Exaltotun,1230,-,-,1,1,2,100%,-,-,25 Jul 2016,27 Sep 2017,23:11
2885,cashi,1230,-,-,1,1,2,-,-,100%,16 Oct 2015,27 Sep 2017,23:11
2886,Taylorkn13,1230,-,-,1,1,1,-,-,100%,16 Oct 2015,27 Sep 2017,23:11
2887,Hazmo,1230,-,-,1,1,1,-,-,100%,16 Oct 2015,27 Sep 2017,23:11
2888,Sunday Morning,1230,-,-,1,1,1,-,-,100%,19 Oct 2015,27 Sep 2017,23:11
2889,mebstein,1230,-,-,-,1,19,68%,16%,16%,28 Nov 2015,27 Sep 2017,23:11
2890,ToC PitViper,1229,9,12,12,1,67,96%,4%,-,12 Dec 2015,27 Sep 2017,23:11
2891,wolvie_9016,1229,5,2,1,16,27,63%,26%,11%,06 May 2016,27 Sep 2017,23:11
2892,ROG5,1229,5,1,-,14,17,47%,29%,24%,12 Mar 2016,27 Sep 2017,23:11
2893,Rubbellos,1229,4,1,2,1,12,67%,8%,25%,17 Oct 2015,27 Sep 2017,23:11
2894,HumanMcMuffin,1229,3,3,-,1,7,86%,-,14%,20 Oct 2015,27 Sep 2017,23:11
2895,elipallina,1229,3,2,6,24,26,96%,4%,-,24 Oct 2015,27 Sep 2017,23:11
2896,Freebee,1229,3,2,2,4,15,67%,27%,7%,20 May 2017,27 Sep 2017,23:11
2897,Kudderkuchen,1229,2,3,2,1,11,82%,-,18%,25 Mar 2016,27 Sep 2017,23:11
2898,Steve the Elder,1229,2,2,1,1,11,82%,-,18%,09 Jan 2017,27 Sep 2017,23:11
2899,Pako,1229,2,2,-,8,19,79%,21%,-,16 Oct 2015,27 Sep 2017,23:11
2900,Sapien,1229,2,1,1,2,5,100%,-,-,23 Sep 2016,27 Sep 2017,23:11
2901,Haylec,1229,2,-,3,1,5,100%,-,-,10 Jan 2016,27 Sep 2017,23:11
2902,Jshark,1229,2,-,1,2,4,75%,25%,-,15 Oct 2015,27 Sep 2017,23:11
2903,anOddBoy,1229,2,-,-,3,7,57%,43%,-,13 Oct 2015,27 Sep 2017,23:11
2904,zedmango,1229,2,-,-,2,4,75%,25%,-,28 Apr 2017,27 Sep 2017,23:11
2905,melt,1229,2,-,-,1,2,100%,-,-,22 Oct 2015,27 Sep 2017,23:11
2906,Naku,1229,1,3,2,7,17,53%,24%,24%,30 Aug 2015,27 Sep 2017,23:11
2907,DigDoug,1229,1,2,4,30,40,73%,25%,3%,15 Oct 2015,27 Sep 2017,23:11
2908,ezami,1229,1,1,2,6,10,50%,20%,30%,11 Dec 2015,27 Sep 2017,23:11
2909,AP 03,1229,1,-,1,4,4,50%,-,50%,11 May 2016,27 Sep 2017,23:11
2910,mister xx,1229,1,-,-,1,1,100%,-,-,14 Oct 2015,27 Sep 2017,23:11
2911,c0nr4d,1229,-,3,-,4,5,80%,20%,-,17 Oct 2015,27 Sep 2017,23:11
2912,mhlz,1229,-,1,2,1,11,73%,27%,-,28 Apr 2016,27 Sep 2017,23:11
2913,big_Lazy_Boy,1229,-,1,1,1,2,100%,-,-,17 Oct 2015,27 Sep 2017,23:11
2914,xayk,1229,-,1,-,2,3,67%,33%,-,18 May 2016,27 Sep 2017,23:11
2915,GetTop,1229,-,1,-,2,3,33%,-,67%,01 Apr 2017,27 Sep 2017,23:11
2916,Whackawooo,1229,-,-,3,4,5,100%,-,-,16 Oct 2015,27 Sep 2017,23:11
2917,stryker2000,1229,-,-,2,1,4,75%,25%,-,10 Jan 2016,27 Sep 2017,23:11
2918,What Is Neptunium,1229,-,-,2,1,2,100%,-,-,15 Oct 2015,27 Sep 2017,23:11
2919,The Apple,1229,-,-,1,1,2,100%,-,-,14 Oct 2015,27 Sep 2017,23:11
2920,Night Hawks,1228,8,5,1,2,16,94%,6%,-,03 Nov 2015,27 Sep 2017,23:11
2921,Lt Yakob,1228,7,5,4,10,34,74%,15%,12%,20 Oct 2015,27 Sep 2017,23:11
2922,JimVonGripz,1228,5,5,2,1,16,94%,-,6%,10 Jan 2017,27 Sep 2017,23:11
2923,Anton3008,1228,4,4,4,31,35,77%,17%,6%,19 Oct 2015,27 Sep 2017,23:11
2924,rcollins,1228,4,2,3,13,23,61%,26%,13%,23 Oct 2015,27 Sep 2017,23:11
2925,dmanthecanuck,1228,3,2,2,3,9,78%,-,22%,23 Oct 2015,27 Sep 2017,23:11
2926,MrMcMono,1228,3,1,1,1,6,100%,-,-,16 Feb 2016,27 Sep 2017,23:11
2927,Christhecon,1228,2,3,1,4,14,71%,14%,14%,13 Feb 2016,27 Sep 2017,23:11
2928,The Pler,1228,2,1,2,6,12,75%,17%,8%,18 Nov 2015,27 Sep 2017,23:11
2929,Asuna Kirito,1228,2,-,-,3,5,100%,-,-,29 Sep 2016,27 Sep 2017,23:11
2930,Jackal84,1228,1,4,2,8,15,73%,27%,-,03 Jan 2016,27 Sep 2017,23:11
2931,CptBlackbeard,1228,1,2,1,13,15,60%,27%,13%,04 Nov 2015,27 Sep 2017,23:11
2932,Humungus,1228,1,2,1,4,10,40%,10%,50%,11 Jan 2017,27 Sep 2017,23:11
2933,Fenring,1228,1,1,1,1,7,71%,14%,14%,01 Nov 2015,27 Sep 2017,23:11
2934,Aeonindigo,1228,1,1,-,3,5,80%,20%,-,20 Oct 2015,27 Sep 2017,23:11
2935,The_assassin482,1228,1,-,3,1,9,33%,11%,56%,19 Oct 2015,27 Sep 2017,23:11
2936,naib864,1228,1,-,2,5,9,67%,11%,22%,16 Oct 2015,27 Sep 2017,23:11
2937,TACD,1228,1,-,1,1,8,75%,13%,13%,05 Nov 2014,27 Sep 2017,23:11
2938,Seth Gecko,1228,1,-,1,1,4,75%,-,25%,28 Oct 2015,27 Sep 2017,23:11
2939,MrIcce,1228,1,-,-,5,9,78%,11%,11%,08 May 2017,27 Sep 2017,23:11
2940,ducle0289,1228,1,-,-,2,6,17%,-,83%,11 Jul 2017,27 Sep 2017,23:11
2941,Elfling,1228,1,-,-,1,2,50%,-,50%,28 Jun 2017,27 Sep 2017,23:11
2942,Danton,1228,-,1,1,1,2,100%,-,-,15 Feb 2016,27 Sep 2017,23:11
2943,Severity,1228,-,1,-,1,4,75%,25%,-,20 Feb 2017,27 Sep 2017,23:11
2944,Ineedaleyefe,1228,-,1,-,1,3,67%,-,33%,18 Oct 2015,27 Sep 2017,23:11
2945,relatively_random,1228,-,-,1,2,3,100%,-,-,19 Mar 2016,27 Sep 2017,23:11
2946,HeavyStorm,1228,-,-,1,1,3,67%,-,33%,08 Oct 2015,27 Sep 2017,23:11
2947,Mitchko,1228,-,-,1,1,1,100%,-,-,18 Jun 2017,27 Sep 2017,23:11
2948,tom2760,1228,-,-,-,1,4,50%,-,50%,16 Oct 2015,27 Sep 2017,23:11
2949,Coatneya,1227,8,2,4,3,19,89%,11%,-,19 May 2016,27 Sep 2017,23:11
2950,hiphip4reel,1227,7,-,3,7,16,75%,19%,6%,19 Jan 2016,27 Sep 2017,23:11
2951,chicken fairy,1227,6,6,4,8,29,100%,-,-,30 Oct 2015,27 Sep 2017,23:11
2952,arim,1227,3,4,6,5,22,100%,-,-,23 Jan 2016,27 Sep 2017,23:11
2953,Madmeesh,1227,3,-,2,3,11,55%,9%,36%,27 Oct 2015,27 Sep 2017,23:11
2954,reggiN,1227,3,-,-,1,7,57%,14%,29%,21 Feb 2016,27 Sep 2017,23:11
2955,no one,1227,2,1,3,1,13,77%,15%,8%,15 Oct 2015,27 Sep 2017,23:11
2956,simpleicarus,1227,2,1,1,2,9,67%,33%,-,22 Feb 2016,27 Sep 2017,23:11
2957,jspreddy,1227,2,1,-,1,3,100%,-,-,23 Nov 2015,27 Sep 2017,23:11
2958,Ekozak1,1227,2,-,1,3,8,38%,-,63%,16 Oct 2015,27 Sep 2017,23:11
2959,snowfwl,1227,2,-,-,1,7,71%,14%,14%,24 Jul 2017,27 Sep 2017,23:11
2960,Cameri,1227,1,3,-,1,27,33%,7%,59%,10 Nov 2015,27 Sep 2017,23:11
2961,PurpleVelvetCygnus,1227,1,2,3,12,14,50%,21%,29%,15 Oct 2015,27 Sep 2017,23:11
2962,Rob9,1227,1,1,2,5,7,71%,-,29%,19 Oct 2015,27 Sep 2017,23:11
2963,HalfGreek,1227,1,1,1,6,9,78%,11%,11%,21 Apr 2016,27 Sep 2017,23:11
2964,JabaMaya,1227,1,1,1,2,5,100%,-,-,19 Oct 2015,27 Sep 2017,23:11
2965,Scarel,1227,1,1,-,2,6,33%,50%,17%,28 Jan 2017,27 Sep 2017,23:11
2966,Werewerf,1227,1,1,-,1,4,100%,-,-,18 Apr 2016,27 Sep 2017,23:11
2967,Clockbot,1227,1,-,1,4,8,63%,25%,13%,14 May 2017,27 Sep 2017,23:11
2968,Niro,1227,1,-,-,5,11,55%,45%,-,17 Oct 2015,27 Sep 2017,23:11
2969,Gravitasless,1227,1,-,-,1,2,100%,-,-,30 Oct 2015,27 Sep 2017,23:11
2970,HeyNongMan,1227,-,2,-,2,4,50%,50%,-,16 Jan 2016,27 Sep 2017,23:11
2971,Col Klink,1227,-,1,1,2,7,29%,57%,14%,31 Oct 2016,27 Sep 2017,23:11
2972,TW3000,1227,-,1,-,1,3,67%,33%,-,02 May 2016,27 Sep 2017,23:11
2973,Winkless,1227,-,1,-,1,2,100%,-,-,28 Dec 2015,27 Sep 2017,23:11
2974,UIGuigo,1227,-,-,2,5,6,83%,17%,-,26 Jan 2016,27 Sep 2017,23:11
2975,Insainia,1227,-,-,2,1,4,75%,-,25%,17 Feb 2016,27 Sep 2017,23:11
2976,PrussianRussian,1227,-,-,1,3,8,25%,-,75%,20 Oct 2015,27 Sep 2017,23:11
2977,Blade4944,1227,-,-,1,1,4,50%,50%,-,09 Dec 2015,27 Sep 2017,23:11
2978,Soryps,1227,-,-,1,2,3,33%,33%,33%,03 Aug 2016,27 Sep 2017,23:11
2979,Onion soup,1227,-,-,1,1,1,100%,-,-,06 Oct 2015,27 Sep 2017,23:11
2980,Mintsauce,1227,-,-,-,2,5,60%,20%,20%,28 Jul 2015,27 Sep 2017,23:11
2981,yellowratwolf,1227,-,-,-,2,3,67%,-,33%,23 Oct 2015,27 Sep 2017,23:11
2982,Golgothan,1227,-,-,-,1,3,67%,33%,-,08 Aug 2016,27 Sep 2017,23:11
2983,Marco the Mariner,1227,-,-,-,1,2,50%,-,50%,12 Nov 2016,27 Sep 2017,23:11
2984,PrincessIvanka,1226,6,2,2,4,19,74%,21%,5%,17 Mar 2016,27 Sep 2017,23:11
2985,RAGE,1226,3,5,10,10,49,57%,22%,20%,16 Oct 2015,27 Sep 2017,23:11
2986,Radon_EU,1226,3,1,2,6,12,75%,8%,17%,06 Jan 2016,27 Sep 2017,23:11
2987,King in the North,1226,3,-,1,7,13,77%,15%,8%,18 Dec 2015,27 Sep 2017,23:11
2988,Alsonotmatttrip,1226,2,3,1,1,13,69%,-,31%,24 Nov 2015,27 Sep 2017,23:11
2989,Pinata,1226,2,1,3,14,16,56%,38%,6%,17 Oct 2015,27 Sep 2017,23:11
2990,rodneycubed,1226,2,1,1,1,4,100%,-,-,27 Oct 2015,27 Sep 2017,23:11
2991,CedIX,1226,2,-,1,1,4,100%,-,-,18 Oct 2015,27 Sep 2017,23:11
2992,stickyshoe,1226,2,-,-,1,5,100%,-,-,26 May 2017,27 Sep 2017,23:11
2993,TannerPR,1226,1,2,-,8,10,60%,10%,30%,20 Oct 2015,27 Sep 2017,23:11
2994,SecondSon,1226,1,2,-,1,7,43%,14%,43%,16 Oct 2015,27 Sep 2017,23:11
2995,Maximusdecimus,1226,1,1,-,1,3,67%,33%,-,17 Feb 2016,27 Sep 2017,23:11
2996,CrimsonCreeper,1226,1,-,2,1,8,25%,50%,25%,23 Oct 2015,27 Sep 2017,23:11
2997,Bakr,1226,-,4,-,3,9,67%,11%,22%,08 Feb 2016,27 Sep 2017,23:11
