rank,player,rating,gold,silver,bronze,rated_games,total_games,finished,eliminated,resigned,joined,date_scraped,time_scraped
2056,JP627,1264,1,1,-,3,8,63%,13%,25%,02 May 2016,25 Sep 2017,16:18
2057,viapapillon,1264,1,1,-,1,3,67%,33%,-,30 Dec 2015,25 Sep 2017,16:18
2058,Ryan1328,1264,1,-,3,5,19,53%,42%,5%,20 Nov 2015,25 Sep 2017,16:18
2059,Dr Eggman Devito,1264,1,-,-,1,6,33%,-,67%,11 Feb 2017,25 Sep 2017,16:18
2060,Tronick,1264,-,1,2,4,6,67%,17%,17%,20 Oct 2015,25 Sep 2017,16:18
2061,jantje,1263,9,-,-,10,26,46%,27%,27%,14 Oct 2015,25 Sep 2017,16:18
2062,Kaffee21,1263,7,12,6,3,41,88%,7%,5%,29 Aug 2016,25 Sep 2017,16:18
2063,Fuzzywuzzy,1263,6,1,1,3,20,70%,10%,20%,04 Dec 2015,25 Sep 2017,16:18
2064,DKain,1263,5,4,3,4,19,95%,-,5%,20 Oct 2015,25 Sep 2017,16:18
2065,dech89,1263,5,4,1,12,39,72%,18%,10%,03 May 2017,25 Sep 2017,16:18
2066,FreakingDogs,1263,4,5,5,6,22,95%,5%,-,04 Aug 2016,25 Sep 2017,16:18
2067,TimevraMD,1263,3,2,4,9,16,81%,13%,6%,16 Oct 2015,25 Sep 2017,16:18
2068,John Smith,1263,3,2,1,1,7,100%,-,-,23 Feb 2015,25 Sep 2017,16:18
2069,Vezwyx,1263,3,2,-,2,12,50%,25%,25%,16 Oct 2015,25 Sep 2017,16:18
2070,Coups,1263,2,1,2,5,11,73%,18%,9%,28 Jul 2016,25 Sep 2017,16:18
2071,Hal2015,1263,2,1,1,1,5,80%,-,20%,25 Feb 2016,25 Sep 2017,16:18
2072,thumbdex,1263,1,4,-,6,10,70%,20%,10%,22 Oct 2015,25 Sep 2017,16:18
2073,Dayna,1263,1,1,-,2,5,100%,-,-,23 Mar 2017,25 Sep 2017,16:18
2074,Ganidx,1263,-,3,4,14,18,67%,28%,6%,07 Apr 2017,25 Sep 2017,16:18
2075,Sinbad,1263,-,2,2,1,7,71%,14%,14%,29 Oct 2015,25 Sep 2017,16:18
2076,wizardsmoke,1263,-,2,-,1,2,100%,-,-,05 Aug 2016,25 Sep 2017,16:18
2077,Juan the Tiger,1263,-,1,-,1,3,100%,-,-,18 Jun 2016,25 Sep 2017,16:18
2078,Black-Star,1262,8,14,11,62,89,71%,27%,2%,30 Jun 2016,25 Sep 2017,16:18
2079,huggetou,1262,5,1,1,3,8,88%,13%,-,19 Oct 2015,25 Sep 2017,16:18
2080,JonnyMontrchet,1262,3,6,2,10,21,81%,10%,10%,17 May 2016,25 Sep 2017,16:18
2081,Dododi,1262,3,1,2,9,11,82%,9%,9%,18 Jan 2016,25 Sep 2017,16:18
2082,otterstrike,1262,3,-,-,1,6,50%,-,50%,19 Dec 2015,25 Sep 2017,16:18
2083,SmashHank,1262,2,6,3,12,27,74%,4%,22%,17 Jan 2016,25 Sep 2017,16:18
2084,Thadeus,1262,2,4,1,1,9,100%,-,-,24 Mar 2016,25 Sep 2017,16:18
2085,Thunderstrike,1262,2,2,2,8,19,58%,32%,11%,08 Apr 2017,25 Sep 2017,16:18
2086,sonnyb,1262,2,2,-,1,7,71%,-,29%,15 Oct 2015,25 Sep 2017,16:18
2087,Societykicker,1262,2,1,-,4,7,86%,14%,-,28 May 2017,25 Sep 2017,16:18
2088,DeatwishD,1262,2,1,-,1,3,100%,-,-,22 Oct 2015,25 Sep 2017,16:18
2089,de-flow,1262,2,-,1,3,7,71%,14%,14%,13 Oct 2016,25 Sep 2017,16:18
2090,Bernard Lavilliers,1262,2,-,-,1,2,100%,-,-,02 Feb 2016,25 Sep 2017,16:18
2091,Daedalas,1262,1,3,-,2,8,63%,-,38%,19 Oct 2015,25 Sep 2017,16:18
2092,Fives213,1262,1,2,3,3,16,63%,25%,13%,08 Jun 2017,25 Sep 2017,16:18
2093,CATO,1262,1,2,-,4,5,100%,-,-,17 Oct 2015,25 Sep 2017,16:18
2094,supremequesopizza,1262,1,1,-,3,7,71%,14%,14%,07 Jul 2016,25 Sep 2017,16:18
2095,BigBadMonster,1262,-,4,-,3,6,67%,33%,-,27 Mar 2017,25 Sep 2017,16:18
2096,Stix4armz,1262,-,1,3,1,7,71%,29%,-,24 Jun 2017,25 Sep 2017,16:18
2097,BMTangBrian,1262,-,1,1,1,2,100%,-,-,06 Aug 2016,25 Sep 2017,16:18
2098,Pimpn8EZ,1262,-,-,1,2,4,75%,-,25%,22 Feb 2016,25 Sep 2017,16:18
2099,Capt Jack Sparrow,1261,11,6,8,41,50,70%,28%,2%,17 Feb 2016,25 Sep 2017,16:18
2100,H3RSKO,1261,9,3,1,24,34,59%,26%,15%,18 Jul 2016,25 Sep 2017,16:18
2101,kckc,1261,8,1,-,4,17,59%,6%,35%,19 Oct 2015,25 Sep 2017,16:18
2102,Krymlan,1261,7,1,1,5,14,79%,7%,14%,08 Oct 2016,25 Sep 2017,16:18
2103,PopBlox,1261,6,10,5,2,52,69%,6%,25%,18 Oct 2015,25 Sep 2017,16:18
2104,TeamDanger,1261,6,3,2,14,20,80%,15%,5%,16 Jan 2016,25 Sep 2017,16:18
2105,Cmore,1261,6,2,-,11,15,60%,33%,7%,23 May 2016,25 Sep 2017,16:18
2106,TimoTimo,1261,5,4,5,8,23,78%,22%,-,31 Mar 2017,25 Sep 2017,16:18
2107,efante,1261,5,-,1,3,9,67%,33%,-,07 Jul 2016,25 Sep 2017,16:18
2108,Billy The Squid,1261,4,4,1,18,20,75%,20%,5%,21 Oct 2015,25 Sep 2017,16:18
2109,adeeda,1261,4,3,-,4,12,100%,-,-,14 Oct 2015,25 Sep 2017,16:18
2110,TextuaryPlum,1261,4,2,1,2,17,71%,18%,12%,03 Jul 2016,25 Sep 2017,16:18
2111,Mavgin,1261,3,3,2,1,12,75%,17%,8%,27 May 2017,25 Sep 2017,16:18
2112,Akula,1261,3,3,1,8,17,76%,18%,6%,17 Jan 2016,25 Sep 2017,16:18
2113,Hawk3ye,1261,2,1,-,1,6,83%,17%,-,17 Nov 2015,25 Sep 2017,16:18
2114,Tritons,1261,1,5,-,2,7,100%,-,-,01 Nov 2015,25 Sep 2017,16:18
2115,Orbs,1261,1,2,1,9,13,54%,8%,38%,30 Mar 2016,25 Sep 2017,16:18
2116,Yzet,1261,1,2,1,2,6,100%,-,-,20 Oct 2015,25 Sep 2017,16:18
2117,Ullabellasekreterare,1261,1,1,2,6,12,50%,8%,42%,25 Mar 2016,25 Sep 2017,16:18
2118,axus,1261,1,1,-,1,2,100%,-,-,17 Oct 2015,25 Sep 2017,16:18
2119,I am your Father,1261,-,4,10,27,43,51%,12%,37%,03 Aug 2016,25 Sep 2017,16:18
2120,drewlangan,1261,-,4,1,3,15,73%,13%,13%,02 Nov 2015,25 Sep 2017,16:18
2121,ClaireUnderwood,1261,-,2,1,2,5,100%,-,-,21 Jun 2016,25 Sep 2017,16:18
2122,NaviMartyr,1261,-,1,-,2,2,100%,-,-,22 Nov 2016,25 Sep 2017,16:18
2123,bobtheman,1261,-,1,-,1,2,50%,50%,-,10 Mar 2015,25 Sep 2017,16:18
2124,Karkeys360,1260,15,7,4,6,45,80%,7%,13%,17 Feb 2016,25 Sep 2017,16:18
2125,slander,1260,9,2,1,2,15,87%,7%,7%,25 Jan 2016,25 Sep 2017,16:18
2126,Metalspace Czar,1260,7,5,2,18,27,74%,22%,4%,14 Sep 2016,25 Sep 2017,16:18
2127,Sulohan,1260,5,7,15,28,60,72%,25%,3%,15 Feb 2016,25 Sep 2017,16:18
2128,BuzzChuzz,1260,4,7,3,38,48,54%,13%,33%,25 Oct 2015,25 Sep 2017,16:18
2129,Earth,1260,4,2,2,4,25,48%,8%,44%,16 Oct 2015,25 Sep 2017,16:18
2130,Emperor Saudius,1260,4,2,1,15,23,87%,13%,-,01 Jan 2016,25 Sep 2017,16:18
2131,shamzammie sultan,1260,4,1,-,1,9,89%,11%,-,13 Nov 2015,25 Sep 2017,16:18
2132,Neversummer,1260,3,2,1,3,12,75%,8%,17%,10 Dec 2015,25 Sep 2017,16:18
2133,Parizel,1260,3,1,-,1,4,100%,-,-,02 Mar 2016,25 Sep 2017,16:18
2134,MegaS82,1260,2,3,-,1,7,86%,-,14%,07 May 2017,25 Sep 2017,16:18
2135,Splinters,1260,2,1,-,3,8,63%,13%,25%,11 Jan 2017,25 Sep 2017,16:18
2136,dkburden,1260,1,4,3,8,15,80%,7%,13%,01 Nov 2015,25 Sep 2017,16:18
2137,jasontht,1260,1,3,-,1,9,78%,11%,11%,10 May 2017,25 Sep 2017,16:18
2138,CalebEdwards,1260,1,2,-,2,7,86%,14%,-,29 Feb 2016,25 Sep 2017,16:18
2139,BananaBoy6820,1260,1,1,2,3,14,64%,7%,29%,17 Oct 2015,25 Sep 2017,16:18
2140,escooler,1260,1,-,-,1,3,67%,33%,-,07 Oct 2015,25 Sep 2017,16:18
2141,shawn17,1260,1,-,-,1,1,100%,-,-,06 Oct 2015,25 Sep 2017,16:18
2142,Maleketh,1260,-,3,-,6,6,100%,-,-,05 Dec 2015,25 Sep 2017,16:18
2143,Blifter,1260,-,2,1,3,11,45%,36%,18%,19 Dec 2015,25 Sep 2017,16:18
2144,Subcomander,1260,-,1,1,1,2,50%,-,50%,08 Jun 2016,25 Sep 2017,16:18
2145,Frink,1260,-,1,-,1,3,100%,-,-,08 Mar 2016,25 Sep 2017,16:18
2146,ndcomplete,1260,-,-,1,2,6,67%,33%,-,06 Nov 2015,25 Sep 2017,16:18
2147,Grayman0907,1259,9,5,3,12,26,73%,27%,-,21 Oct 2015,25 Sep 2017,16:18
2148,JacobtheMighty,1259,7,7,4,3,31,74%,23%,3%,17 Mar 2016,25 Sep 2017,16:18
2149,furrfurr,1259,6,7,1,27,41,49%,37%,15%,19 Apr 2016,25 Sep 2017,16:18
2150,Smoothglover,1259,6,3,2,4,21,71%,19%,10%,08 Jan 2016,25 Sep 2017,16:18
2151,bacontornado,1259,6,1,1,1,11,73%,9%,18%,17 Oct 2015,25 Sep 2017,16:18
2152,Firebrigade,1259,5,2,2,3,11,91%,9%,-,29 Jul 2015,25 Sep 2017,16:18
2153,coryallegory,1259,3,3,1,1,9,89%,-,11%,20 Nov 2015,25 Sep 2017,16:18
2154,Vidar Mors,1259,3,3,-,10,18,78%,22%,-,15 Oct 2015,25 Sep 2017,16:18
2155,mattdlp,1259,2,3,5,1,17,82%,-,18%,10 Sep 2016,25 Sep 2017,16:18
2156,GonzoPDX,1259,2,2,2,8,21,86%,14%,-,02 Nov 2015,25 Sep 2017,16:18
2157,endercase,1259,2,-,1,6,8,88%,13%,-,20 Oct 2015,25 Sep 2017,16:18
2158,Dkoleary88,1259,1,2,-,2,6,67%,33%,-,24 May 2017,25 Sep 2017,16:18
2159,frostflow,1259,1,1,4,7,16,63%,31%,6%,08 Jun 2016,25 Sep 2017,16:18
2160,Sensei418,1259,-,4,2,1,13,62%,8%,31%,28 Sep 2016,25 Sep 2017,16:18
2161,Patski123,1259,-,1,1,5,8,50%,25%,25%,14 Feb 2016,25 Sep 2017,16:18
2162,Nomadicfrog,1259,-,-,2,2,7,29%,14%,57%,10 Jan 2016,25 Sep 2017,16:18
2163,DeadAsABlackMan,1259,-,-,2,5,5,20%,-,80%,07 Apr 2017,25 Sep 2017,16:18
2164,LiberaVentus,1259,-,-,2,1,4,50%,-,50%,10 Jun 2017,25 Sep 2017,16:18
2165,STEEVo,1258,10,1,1,9,21,71%,14%,14%,15 Oct 2015,25 Sep 2017,16:18
2166,Hansulf,1258,9,2,2,16,26,69%,19%,12%,28 Aug 2016,25 Sep 2017,16:18
2167,Toggy,1258,6,5,6,6,33,82%,9%,9%,19 Oct 2015,25 Sep 2017,16:18
2168,Watchingpollux,1258,6,3,1,1,12,100%,-,-,06 Aug 2016,25 Sep 2017,16:18
2169,Ray-Ray,1258,3,2,4,6,13,92%,-,8%,05 Dec 2015,25 Sep 2017,16:18
2170,Bartokomous,1258,3,1,2,5,13,62%,31%,8%,01 Aug 2016,25 Sep 2017,16:18
2171,Defender,1258,2,7,1,14,23,74%,9%,17%,16 Oct 2015,25 Sep 2017,16:18
2172,Capt Jack,1258,2,1,1,4,6,100%,-,-,08 Nov 2015,25 Sep 2017,16:18
2173,Isabo,1258,2,1,1,3,5,100%,-,-,18 Dec 2015,25 Sep 2017,16:18
2174,Bigreddus,1258,1,4,4,26,29,83%,17%,-,08 Mar 2017,25 Sep 2017,16:18
2175,Albrandi,1258,1,2,3,6,10,90%,-,10%,28 Feb 2016,25 Sep 2017,16:18
2176,TheBigJim,1258,1,2,1,3,22,82%,14%,5%,09 Sep 2016,25 Sep 2017,16:18
2177,Icy780,1258,1,2,1,1,7,71%,-,29%,15 Jul 2017,25 Sep 2017,16:18
2178,King DeDe,1258,-,3,4,12,15,80%,20%,-,08 Jan 2017,25 Sep 2017,16:18
2179,heading,1258,-,3,2,1,7,100%,-,-,02 Nov 2016,25 Sep 2017,16:18
2180,Magro,1258,-,2,2,7,14,79%,21%,-,21 Oct 2015,25 Sep 2017,16:18
2181,dtay83,1258,-,2,1,1,4,75%,25%,-,10 Dec 2015,25 Sep 2017,16:18
2182,dumpsterfire,1258,-,2,-,3,5,80%,20%,-,08 Sep 2016,25 Sep 2017,16:18
2183,neonsyzygy,1258,-,2,-,1,4,75%,-,25%,23 Oct 2015,25 Sep 2017,16:18
2184,AONomad,1257,12,6,4,21,39,74%,26%,-,12 Apr 2016,25 Sep 2017,16:18
2185,kes_167,1257,6,5,5,9,23,87%,4%,9%,09 Jan 2017,25 Sep 2017,16:18
2186,jbhguitar,1257,6,4,2,3,28,96%,4%,-,16 Oct 2015,25 Sep 2017,16:18
2187,flint bubbles,1257,4,5,1,2,12,100%,-,-,23 Dec 2015,25 Sep 2017,16:18
2188,ozymandias7,1257,3,8,2,9,24,83%,8%,8%,07 Jan 2017,25 Sep 2017,16:18
2189,Cats_55,1257,3,2,1,6,11,100%,-,-,16 Oct 2015,25 Sep 2017,16:18
2190,Grish,1257,3,2,-,3,6,100%,-,-,17 Oct 2015,25 Sep 2017,16:18
2191,FlabberGhastly,1257,2,5,5,28,33,55%,21%,24%,02 Mar 2016,25 Sep 2017,16:18
2192,Aristippe,1257,2,4,1,2,9,78%,22%,-,24 Sep 2016,25 Sep 2017,16:18
2193,Ob7kur,1257,2,2,1,6,11,91%,9%,-,20 Oct 2015,25 Sep 2017,16:18
2194,joinanton,1257,2,1,1,3,5,80%,20%,-,17 Oct 2015,25 Sep 2017,16:18
2195,witness09,1257,2,-,-,9,9,67%,33%,-,28 Jun 2016,25 Sep 2017,16:18
2196,Gotee1,1257,1,1,-,1,6,33%,33%,33%,17 Oct 2015,25 Sep 2017,16:18
2197,Mikebozo,1257,1,1,-,1,4,75%,-,25%,20 Mar 2017,25 Sep 2017,16:18
2198,Zytrah,1257,1,-,2,1,3,100%,-,-,14 Dec 2015,25 Sep 2017,16:18
2199,Nucleus ltd,1257,1,-,-,8,10,70%,30%,-,23 Jan 2017,25 Sep 2017,16:18
2200,Mr McPone,1257,-,3,1,1,4,100%,-,-,22 Oct 2015,25 Sep 2017,16:18
2201,ZombieGroan,1257,-,2,5,13,15,80%,20%,-,10 Mar 2017,25 Sep 2017,16:18
2202,GriffinH,1257,-,1,1,2,15,67%,7%,27%,05 May 2016,25 Sep 2017,16:18
2203,Darthology,1257,-,1,1,1,6,50%,-,50%,22 Oct 2015,25 Sep 2017,16:18
2204,Tobiasaurasrex,1257,-,1,1,2,5,80%,-,20%,04 Nov 2015,25 Sep 2017,16:18
2205,Bigredsk10,1257,-,-,3,8,10,100%,-,-,10 Aug 2015,25 Sep 2017,16:18
2206,datr,1257,-,-,3,2,4,100%,-,-,28 Oct 2015,25 Sep 2017,16:18
2207,Xron,1257,-,-,-,4,7,57%,43%,-,25 Nov 2014,25 Sep 2017,16:18
2208,Gridlock,1256,7,5,5,29,37,68%,27%,5%,20 Dec 2015,25 Sep 2017,16:18
2209,Galactic Origins,1256,5,7,3,6,34,79%,15%,6%,27 Jan 2017,25 Sep 2017,16:18
2210,IsThisThingOn,1256,5,1,-,10,16,100%,-,-,11 Aug 2016,25 Sep 2017,16:18
2211,Naero,1256,4,3,-,2,10,80%,10%,10%,08 Jan 2016,25 Sep 2017,16:18
2212,Chrysostom,1256,3,4,3,3,17,71%,24%,6%,24 Nov 2015,25 Sep 2017,16:18
2213,Warboys,1256,3,3,2,2,13,85%,8%,8%,18 May 2015,25 Sep 2017,16:18
2214,Questionable,1256,3,-,-,5,8,75%,-,25%,20 Nov 2015,25 Sep 2017,16:18
2215,Lightless,1256,2,4,5,1,23,87%,9%,4%,30 Aug 2016,25 Sep 2017,16:18
2216,Qwerk,1256,2,3,1,4,16,81%,13%,6%,14 Oct 2015,25 Sep 2017,16:18
2217,Totalnoob,1256,1,2,2,2,8,75%,-,25%,19 Feb 2016,25 Sep 2017,16:18
2218,Ajomoe,1256,1,1,2,2,16,63%,19%,19%,24 Oct 2015,25 Sep 2017,16:18
2219,FL4TOUT,1256,1,-,3,3,6,67%,-,33%,12 Oct 2015,25 Sep 2017,16:18
2220,allie_caaat,1256,1,-,2,3,6,100%,-,-,08 Nov 2015,25 Sep 2017,16:18
2221,barefoot,1256,1,-,1,1,5,40%,60%,-,31 Oct 2015,25 Sep 2017,16:18
2222,Hominy,1256,1,-,-,2,5,20%,-,80%,31 Oct 2015,25 Sep 2017,16:18
2223,Timmy50,1256,-,3,1,1,7,100%,-,-,12 Jul 2016,25 Sep 2017,16:18
2224,Filtertip,1256,-,2,1,6,11,36%,36%,27%,07 Nov 2015,25 Sep 2017,16:18
2225,Bojangles,1256,-,1,-,1,5,60%,40%,-,03 Apr 2016,25 Sep 2017,16:18
2226,CsaRoc,1256,-,1,-,1,2,100%,-,-,31 Oct 2015,25 Sep 2017,16:18
2227,Asthiss,1256,-,1,-,1,2,50%,-,50%,14 Oct 2015,25 Sep 2017,16:18
2228,Yungemoney,1256,-,-,-,4,4,100%,-,-,09 Nov 2015,25 Sep 2017,16:18
2229,High Commander Jay,1255,28,5,1,2,39,97%,3%,-,22 Mar 2016,25 Sep 2017,16:18
2230,BillyBobJoes,1255,7,5,2,6,29,72%,17%,10%,01 Nov 2015,25 Sep 2017,16:18
2231,iDroll,1255,5,3,4,11,22,86%,14%,-,17 Oct 2015,25 Sep 2017,16:18
2232,Gardego5,1255,5,2,-,11,18,67%,28%,6%,15 Oct 2015,25 Sep 2017,16:18
2233,froozer,1255,4,3,1,8,18,78%,11%,11%,05 Dec 2016,25 Sep 2017,16:18
2234,MadiraNofo,1255,3,2,5,5,20,75%,5%,20%,06 Oct 2015,25 Sep 2017,16:18
2235,Ov3r,1255,3,1,1,2,10,70%,30%,-,08 Dec 2016,25 Sep 2017,16:18
2236,Hamilcar,1255,3,-,-,4,5,60%,-,40%,16 Oct 2015,25 Sep 2017,16:18
2237,bumrusher,1255,2,2,4,14,24,58%,21%,21%,08 Oct 2015,25 Sep 2017,16:18
2238,Leonida,1255,2,2,-,1,6,67%,-,33%,17 Oct 2015,25 Sep 2017,16:18
2239,Shaboogawa,1255,2,1,2,4,23,74%,4%,22%,18 Oct 2015,25 Sep 2017,16:18
2240,ezramacdond,1255,1,2,-,9,13,62%,8%,31%,26 Oct 2015,25 Sep 2017,16:18
2241,keithriver,1255,-,3,-,3,8,100%,-,-,02 Nov 2015,25 Sep 2017,16:18
2242,Rexlim,1255,-,2,2,9,14,64%,14%,21%,17 Dec 2016,25 Sep 2017,16:18
2243,Jesterissimo,1255,-,2,1,7,13,46%,15%,38%,19 Oct 2015,25 Sep 2017,16:18
2244,Krazy1813,1255,-,2,1,1,8,88%,13%,-,18 Oct 2015,25 Sep 2017,16:18
2245,Propbuddha,1255,-,2,-,1,2,100%,-,-,15 Oct 2015,25 Sep 2017,16:18
2246,Screen name,1255,-,1,1,3,8,50%,13%,38%,14 Oct 2015,25 Sep 2017,16:18
2247,Almaster,1255,-,1,1,2,4,75%,25%,-,20 Oct 2015,25 Sep 2017,16:18
2248,krezerker,1255,-,1,1,1,3,100%,-,-,27 Oct 2015,25 Sep 2017,16:18
2249,The Winner,1255,-,1,-,1,1,100%,-,-,20 Jul 2016,25 Sep 2017,16:18
2250,playerkiller,1254,11,3,-,23,33,55%,21%,24%,23 Oct 2015,25 Sep 2017,16:18
2251,El Misterio,1254,7,10,10,59,70,76%,9%,16%,25 Oct 2015,25 Sep 2017,16:18
2252,Darklord 1124,1254,6,-,3,3,13,92%,8%,-,16 Mar 2017,25 Sep 2017,16:18
2253,edKadafi,1254,4,11,3,1,20,95%,-,5%,26 May 2016,25 Sep 2017,16:18
2254,Bebo Ruff Ruff,1254,2,6,4,15,32,75%,13%,13%,16 Nov 2016,25 Sep 2017,16:18
2255,oger,1254,2,3,-,4,8,63%,13%,25%,16 Oct 2015,25 Sep 2017,16:18
2256,Cybermen,1254,2,1,1,9,11,82%,9%,9%,15 Feb 2016,25 Sep 2017,16:18
2257,shelvok,1254,2,-,1,1,5,80%,20%,-,27 Dec 2015,25 Sep 2017,16:18
2258,gbenro,1254,2,-,-,2,4,75%,-,25%,21 Oct 2015,25 Sep 2017,16:18
2259,Piphoenix,1254,1,5,5,14,22,73%,23%,5%,19 Jan 2016,25 Sep 2017,16:18
2260,Bitwit,1254,1,4,1,7,10,70%,10%,20%,20 Nov 2015,25 Sep 2017,16:18
2261,Eggreaper,1254,1,2,1,1,21,38%,24%,38%,19 Oct 2015,25 Sep 2017,16:18
2262,Teena,1254,1,1,2,3,9,100%,-,-,09 Jan 2016,25 Sep 2017,16:18
2263,Winter is coming,1254,1,1,-,2,3,67%,33%,-,16 Jul 2017,25 Sep 2017,16:18
2264,phaynu,1254,1,-,1,3,5,100%,-,-,04 Jan 2016,25 Sep 2017,16:18
2265,Katmeresin,1254,-,2,1,5,6,50%,50%,-,19 Oct 2015,25 Sep 2017,16:18
2266,jasonjie88,1254,-,-,1,3,8,88%,-,13%,13 Aug 2015,25 Sep 2017,16:18
2267,Kilamajig,1254,-,-,1,1,2,100%,-,-,12 Dec 2015,25 Sep 2017,16:18
2268,mercy404,1254,-,-,1,1,1,100%,-,-,06 Oct 2015,25 Sep 2017,16:18
2269,Sha Zaw,1253,7,5,3,14,35,54%,11%,34%,18 Feb 2016,25 Sep 2017,16:18
2270,CellSeven,1253,4,3,3,3,34,50%,12%,38%,03 Mar 2016,25 Sep 2017,16:18
2271,Starsong,1253,4,3,2,1,19,95%,5%,-,17 Apr 2017,25 Sep 2017,16:18
2272,macamat,1253,4,1,1,4,11,91%,9%,-,28 Oct 2015,25 Sep 2017,16:18
2273,Norg,1253,3,4,2,15,20,65%,35%,-,31 May 2017,25 Sep 2017,16:18
2274,Zeynel,1253,3,4,2,7,15,60%,20%,20%,25 Aug 2016,25 Sep 2017,16:18
2275,webster,1253,3,3,2,4,13,85%,15%,-,22 Apr 2016,25 Sep 2017,16:18
2276,Spartacus,1253,3,1,-,4,10,60%,30%,10%,13 Oct 2015,25 Sep 2017,16:18
2277,mikhail,1253,2,4,2,4,13,92%,8%,-,14 Nov 2015,25 Sep 2017,16:18
2278,Hughc,1253,2,2,4,2,15,93%,-,7%,11 Sep 2016,25 Sep 2017,16:18
2279,Technopanther1,1253,2,2,1,2,10,70%,20%,10%,15 Feb 2016,25 Sep 2017,16:18
2280,xXDizzleXx,1253,2,1,-,3,11,36%,27%,36%,04 Dec 2015,25 Sep 2017,16:18
2281,Willyham,1253,2,1,-,2,5,60%,20%,20%,21 Jul 2016,25 Sep 2017,16:18
2282,Pystri,1253,2,1,-,1,4,75%,25%,-,18 Mar 2016,25 Sep 2017,16:18
2283,PBreezy,1253,2,-,-,3,4,75%,-,25%,18 Oct 2015,25 Sep 2017,16:18
2284,Knightsrk,1253,1,4,-,1,13,31%,8%,62%,31 Aug 2016,25 Sep 2017,16:18
2285,OberynMartell,1253,1,3,1,4,7,86%,-,14%,15 Dec 2015,25 Sep 2017,16:18
2286,BiffClark,1253,1,1,4,6,16,63%,31%,6%,16 Oct 2015,25 Sep 2017,16:18
2287,Valloup,1253,1,1,3,2,8,50%,-,50%,22 Oct 2015,25 Sep 2017,16:18
2288,papi_please,1253,-,2,5,4,11,64%,27%,9%,26 Apr 2016,25 Sep 2017,16:18
2289,TFXR,1253,-,2,1,7,8,50%,13%,38%,15 Oct 2015,25 Sep 2017,16:18
2290,verxx,1253,-,1,1,1,2,100%,-,-,29 Oct 2015,25 Sep 2017,16:18
2291,oo_rasputin_oo,1253,-,1,1,1,2,100%,-,-,17 Oct 2015,25 Sep 2017,16:18
2292,JellyKid,1253,-,1,-,1,2,100%,-,-,18 Oct 2015,25 Sep 2017,16:18
2293,InCrimsonClad,1253,-,1,-,1,2,50%,-,50%,12 Nov 2015,25 Sep 2017,16:18
2294,the Good,1252,10,2,5,10,32,94%,6%,-,17 Oct 2015,25 Sep 2017,16:18
2295,Farida10,1252,9,5,4,11,28,86%,7%,7%,03 Apr 2016,25 Sep 2017,16:18
2296,Ellyeah,1252,4,1,3,7,14,71%,21%,7%,17 Oct 2015,25 Sep 2017,16:18
2297,benm,1252,4,-,2,6,11,73%,27%,-,18 Oct 2015,25 Sep 2017,16:18
2298,legitLp,1252,3,13,10,22,53,85%,11%,4%,14 Jul 2015,25 Sep 2017,16:18
2299,Red December,1252,3,5,3,8,18,78%,6%,17%,23 May 2017,25 Sep 2017,16:18
2300,Supanuch,1252,2,2,-,1,7,57%,14%,29%,19 Oct 2015,25 Sep 2017,16:18
2301,treefrog72000,1252,2,1,1,3,14,79%,-,21%,17 Oct 2015,25 Sep 2017,16:18
2302,Peni5,1252,1,3,-,1,5,100%,-,-,24 Jan 2016,25 Sep 2017,16:18
2303,cactusjam,1252,1,2,2,3,9,89%,11%,-,14 Jun 2017,25 Sep 2017,16:18
2304,CaptainMiljnor,1252,1,2,2,1,8,75%,13%,13%,18 Nov 2015,25 Sep 2017,16:18
2305,Giantant7007,1252,1,1,1,2,3,100%,-,-,15 Dec 2015,25 Sep 2017,16:18
2306,Altauri,1252,1,1,1,1,3,100%,-,-,05 Nov 2015,25 Sep 2017,16:18
2307,kknopper,1252,1,1,-,1,6,50%,33%,17%,06 Nov 2015,25 Sep 2017,16:18
2308,lareve,1252,1,1,-,1,2,100%,-,-,24 Oct 2015,25 Sep 2017,16:18
2309,Kosikutioner,1252,1,-,1,1,5,80%,-,20%,06 Oct 2015,25 Sep 2017,16:18
2310,Ironbanana,1252,-,4,-,3,13,54%,15%,31%,12 Jan 2017,25 Sep 2017,16:18
2311,Divisix,1252,-,1,1,3,8,88%,13%,-,14 Mar 2016,25 Sep 2017,16:18
2312,poopovitch,1252,-,1,-,1,3,100%,-,-,14 Oct 2015,25 Sep 2017,16:18
2313,DeVoTeD,1252,-,1,-,2,3,100%,-,-,17 Oct 2015,25 Sep 2017,16:18
2314,EvilBlueSmartie,1252,-,1,-,1,2,100%,-,-,29 Jan 2017,25 Sep 2017,16:18
2315,am_percival,1252,-,1,-,1,1,100%,-,-,26 Dec 2015,25 Sep 2017,16:18
2316,ToddTheTurtle,1252,-,1,-,1,1,100%,-,-,06 May 2017,25 Sep 2017,16:18
2317,jayelbird,1252,-,1,-,1,1,100%,-,-,22 Jan 2015,25 Sep 2017,16:18
2318,Caech,1252,-,1,-,1,1,100%,-,-,09 May 2016,25 Sep 2017,16:18
2319,Lunchtime,1252,-,-,1,1,1,100%,-,-,25 Nov 2015,25 Sep 2017,16:18
2320,owenalexander6,1251,11,1,4,51,62,52%,26%,23%,19 Oct 2015,25 Sep 2017,16:18
