rank,player,rating,gold,silver,bronze,rated_games,total_games,finished,eliminated,resigned,joined,date_scraped,time_scraped
5537,osiris33,1158,1,1,-,2,7,43%,43%,14%,13 Nov 2015,02 Oct 2017,12:41
5538,JTswagdaddy,1158,1,1,-,1,6,50%,33%,17%,17 Mar 2016,02 Oct 2017,12:41
5539,Epeezy,1158,1,-,1,3,7,43%,14%,43%,24 Oct 2015,02 Oct 2017,12:41
5540,Thuatha,1158,1,-,1,2,5,80%,20%,-,19 Oct 2015,02 Oct 2017,12:41
5541,escribs,1158,1,-,-,1,6,33%,-,67%,08 Dec 2015,02 Oct 2017,12:41
5542,helo1995,1158,1,-,-,1,2,50%,-,50%,01 Sep 2016,02 Oct 2017,12:41
5543,Arete,1158,-,3,1,5,10,60%,20%,20%,03 Mar 2016,02 Oct 2017,12:41
5544,Wildi630,1158,-,3,-,1,5,80%,20%,-,03 Jan 2016,02 Oct 2017,12:41
5545,Kons,1158,-,2,-,3,4,50%,25%,25%,20 Oct 2015,02 Oct 2017,12:41
5546,PocketStrike,1158,-,1,1,1,6,50%,33%,17%,17 Oct 2015,02 Oct 2017,12:41
5547,meloncrab,1158,-,1,-,2,8,63%,13%,25%,16 Dec 2015,02 Oct 2017,12:41
5548,Blasterchief228,1158,-,1,-,2,6,50%,50%,-,11 Apr 2017,02 Oct 2017,12:41
5549,RedDragoun,1158,-,1,-,4,6,50%,17%,33%,14 Feb 2016,02 Oct 2017,12:41
5550,Lud1v4n,1158,-,1,-,3,5,60%,-,40%,02 Nov 2015,02 Oct 2017,12:41
5551,Wormy,1158,-,1,-,1,4,25%,-,75%,17 Oct 2015,02 Oct 2017,12:41
5552,chekaaaa,1158,-,-,2,1,6,-,33%,67%,16 Oct 2015,02 Oct 2017,12:41
5553,Ane Marie,1158,-,-,1,1,3,33%,33%,33%,24 Nov 2015,02 Oct 2017,12:41
5554,Tyty2004,1158,-,-,-,3,14,21%,29%,50%,19 Oct 2015,02 Oct 2017,12:41
5555,Sir Tatoe,1158,-,-,-,1,7,14%,-,86%,18 Oct 2015,02 Oct 2017,12:41
5556,Asian invasion 22,1158,-,-,-,5,7,-,-,100%,11 Mar 2017,02 Oct 2017,12:41
5557,Manic_Stevens,1158,-,-,-,1,6,-,17%,83%,29 Oct 2015,02 Oct 2017,12:41
5558,Darius1979,1158,-,-,-,3,4,25%,25%,50%,15 Oct 2015,02 Oct 2017,12:41
5559,Prejudiced Wolf,1158,-,-,-,1,4,-,50%,50%,09 Oct 2016,02 Oct 2017,12:41
5560,TheOtherReader,1158,-,-,-,2,4,-,100%,-,07 Apr 2016,02 Oct 2017,12:41
5561,StFierros,1158,-,-,-,1,3,-,-,100%,24 Oct 2015,02 Oct 2017,12:41
5562,XgrizleyX,1158,-,-,-,1,3,-,33%,67%,17 Oct 2015,02 Oct 2017,12:41
5563,Chris2,1158,-,-,-,2,2,50%,-,50%,29 Feb 2016,02 Oct 2017,12:41
5564,mtallen,1158,-,-,-,2,2,50%,50%,-,05 Oct 2015,02 Oct 2017,12:41
5565,Webster00,1158,-,-,-,2,2,-,50%,50%,20 Oct 2015,02 Oct 2017,12:41
5566,PDooney,1158,-,-,-,1,1,-,-,100%,11 Oct 2015,02 Oct 2017,12:41
5567,reza19891111,1158,-,-,-,1,1,-,100%,-,23 Oct 2015,02 Oct 2017,12:41
5568,tonybalogne,1158,-,-,-,1,1,-,100%,-,09 Oct 2015,02 Oct 2017,12:41
5569,MeisterEschi,1158,-,-,-,1,1,-,-,100%,05 Dec 2015,02 Oct 2017,12:41
5570,jonnyjumpjet,1157,8,5,2,3,22,82%,-,18%,21 Oct 2015,02 Oct 2017,12:41
5571,Doopay,1157,3,5,-,3,18,78%,22%,-,21 Jul 2015,02 Oct 2017,12:41
5572,Kobayashi,1157,2,3,-,1,8,100%,-,-,27 Apr 2017,02 Oct 2017,12:41
5573,SwissArmySpoons,1157,2,2,-,3,13,46%,38%,15%,28 Oct 2015,02 Oct 2017,12:41
5574,Drathius Sabre,1157,1,3,6,7,34,68%,15%,18%,14 Oct 2015,02 Oct 2017,12:41
5575,TheGalacticEmpire,1157,1,3,1,17,25,48%,28%,24%,21 Nov 2015,02 Oct 2017,12:41
5576,WhiskeyRomeo23,1157,1,2,4,13,24,50%,33%,17%,13 Jan 2016,02 Oct 2017,12:41
5577,mortious,1157,1,1,3,3,9,56%,-,44%,12 Jul 2017,02 Oct 2017,12:41
5578,KlugDK,1157,1,-,2,1,7,100%,-,-,23 Oct 2015,02 Oct 2017,12:41
5579,Enderm,1157,1,-,1,3,12,67%,17%,17%,07 Nov 2015,02 Oct 2017,12:41
5580,Erikj,1157,1,-,-,3,5,40%,60%,-,15 Feb 2016,02 Oct 2017,12:41
5581,AntonjoTheGamer,1157,1,-,-,1,4,50%,50%,-,11 Jul 2016,02 Oct 2017,12:41
5582,Koro76,1157,1,-,-,1,3,67%,-,33%,21 Nov 2015,02 Oct 2017,12:41
5583,Avic,1157,-,2,1,1,6,50%,50%,-,28 May 2016,02 Oct 2017,12:41
5584,SubterSteve,1157,-,2,-,1,4,75%,25%,-,11 Jan 2016,02 Oct 2017,12:41
5585,tony_slark,1157,-,1,1,1,8,38%,25%,38%,24 Oct 2015,02 Oct 2017,12:41
5586,FCExB,1157,-,1,1,2,4,75%,-,25%,18 Oct 2015,02 Oct 2017,12:41
5587,MarkMacPherson,1157,-,1,-,3,8,75%,25%,-,16 Oct 2015,02 Oct 2017,12:41
5588,Rockskunk,1157,-,1,-,1,8,25%,13%,63%,29 Aug 2016,02 Oct 2017,12:41
5589,Atchdaddy,1157,-,1,-,1,5,20%,-,80%,21 Oct 2015,02 Oct 2017,12:41
5590,Dannyboi,1157,-,1,-,1,3,33%,67%,-,02 Aug 2017,02 Oct 2017,12:41
5591,redwing,1157,-,-,2,5,8,50%,-,50%,14 Oct 2015,02 Oct 2017,12:41
5592,Carterk,1157,-,-,-,4,12,50%,33%,17%,21 Jan 2016,02 Oct 2017,12:41
5593,Captain Muffincubes,1157,-,-,-,3,6,-,33%,67%,19 Mar 2017,02 Oct 2017,12:41
5594,Palantir,1157,-,-,-,3,3,33%,67%,-,15 May 2016,02 Oct 2017,12:41
5595,Anonomys34,1157,-,-,-,1,2,-,-,100%,18 Mar 2016,02 Oct 2017,12:41
5596,Lightning,1157,-,-,-,1,2,-,50%,50%,09 Oct 2015,02 Oct 2017,12:41
5597,Torao,1157,-,-,-,1,2,-,-,100%,09 May 2016,02 Oct 2017,12:41
5598,KILLURSELF,1157,-,-,-,1,1,-,-,100%,12 May 2016,02 Oct 2017,12:41
5599,ironslayer,1157,-,-,-,1,1,-,-,100%,17 Oct 2015,02 Oct 2017,12:41
5600,Topher81399,1157,-,-,-,1,1,-,-,100%,05 Nov 2015,02 Oct 2017,12:41
5601,PanzaniSan,1157,-,-,-,1,1,-,100%,-,18 Feb 2016,02 Oct 2017,12:41
5602,OrangeLeaf,1157,-,-,-,1,1,-,-,100%,01 May 2017,02 Oct 2017,12:41
5603,Slesh,1157,-,-,-,1,1,-,-,100%,26 Oct 2015,02 Oct 2017,12:41
5604,Cortisol,1156,13,7,2,48,59,51%,34%,15%,05 Nov 2016,02 Oct 2017,12:41
5605,Deepen,1156,4,6,6,20,52,87%,12%,2%,16 Dec 2015,02 Oct 2017,12:41
5606,Viscoos,1156,4,3,1,25,26,65%,31%,4%,19 Oct 2015,02 Oct 2017,12:41
5607,Resileus,1156,4,-,9,1,35,66%,23%,11%,17 Nov 2015,02 Oct 2017,12:41
5608,corsairAldar,1156,3,5,2,17,24,54%,13%,33%,22 Oct 2015,02 Oct 2017,12:41
5609,BIGGER JAWS,1156,3,-,3,1,7,86%,14%,-,20 Oct 2015,02 Oct 2017,12:41
5610,pfajo,1156,2,2,1,1,11,45%,36%,18%,08 Dec 2015,02 Oct 2017,12:41
5611,Arizor,1156,2,2,-,1,13,77%,23%,-,27 Dec 2015,02 Oct 2017,12:41
5612,S1LV3R,1156,2,1,1,3,19,37%,26%,37%,16 Oct 2015,02 Oct 2017,12:41
5613,MrPegu,1156,2,1,-,2,7,71%,29%,-,22 Dec 2015,02 Oct 2017,12:41
5614,awesomekolt,1156,2,-,-,1,7,29%,29%,43%,16 Mar 2016,02 Oct 2017,12:41
5615,dansimpsonpoet,1156,2,-,-,2,4,75%,25%,-,01 Nov 2015,02 Oct 2017,12:41
5616,Sihroco,1156,1,3,-,3,14,64%,7%,29%,11 Nov 2016,02 Oct 2017,12:41
5617,sheet_storm,1156,1,2,1,6,9,56%,11%,33%,14 Dec 2015,02 Oct 2017,12:41
5618,TSB Pig,1156,1,2,-,2,9,56%,11%,33%,20 Apr 2016,02 Oct 2017,12:41
5619,StarGrox,1156,1,1,1,5,10,50%,40%,10%,21 Oct 2016,02 Oct 2017,12:41
5620,Skystrike12,1156,1,1,1,4,9,89%,-,11%,16 Mar 2016,02 Oct 2017,12:41
5621,Easy,1156,1,1,-,1,4,75%,-,25%,17 Oct 2015,02 Oct 2017,12:41
5622,Gandalf the Grey,1156,1,-,2,3,9,56%,-,44%,18 Oct 2015,02 Oct 2017,12:41
5623,TTTyuntian,1156,1,-,-,1,5,20%,-,80%,17 Aug 2016,02 Oct 2017,12:41
5624,FlyingChimney,1156,-,4,2,3,11,91%,-,9%,24 Mar 2016,02 Oct 2017,12:41
5625,I5VIVH,1156,-,3,4,7,21,57%,24%,19%,22 Oct 2015,02 Oct 2017,12:41
5626,NathanJames,1156,-,2,-,1,7,43%,-,57%,15 Mar 2016,02 Oct 2017,12:41
5627,Jmarsh145,1156,-,1,1,4,6,67%,33%,-,03 Jul 2017,02 Oct 2017,12:41
5628,Donkerkong,1156,-,1,1,3,6,33%,33%,33%,16 Jan 2016,02 Oct 2017,12:41
5629,Mr_Anderson,1156,-,1,-,3,16,44%,44%,13%,30 Jun 2017,02 Oct 2017,12:41
5630,hmontalvoj,1156,-,1,-,4,9,33%,56%,11%,31 Dec 2015,02 Oct 2017,12:41
5631,anthraxthrax,1156,-,1,-,1,3,-,-,100%,25 Dec 2015,02 Oct 2017,12:41
5632,HYB6,1156,-,-,3,7,12,58%,-,42%,11 Nov 2015,02 Oct 2017,12:41
5633,nightfury456,1156,-,-,2,4,11,36%,36%,27%,22 Feb 2017,02 Oct 2017,12:41
5634,xLeviceGamingx,1156,-,-,2,2,6,50%,33%,17%,29 Jan 2017,02 Oct 2017,12:41
5635,iOminous,1156,-,-,1,6,16,63%,13%,25%,28 Jan 2016,02 Oct 2017,12:41
5636,AcCeleRaToR,1156,-,-,1,2,2,-,-,100%,18 Oct 2015,02 Oct 2017,12:41
5637,beardawg,1156,-,-,-,1,6,33%,33%,33%,05 Jul 2017,02 Oct 2017,12:41
5638,Dordo,1156,-,-,-,1,5,40%,20%,40%,27 Nov 2015,02 Oct 2017,12:41
5639,PKFire,1156,-,-,-,1,5,20%,20%,60%,24 Oct 2015,02 Oct 2017,12:41
5640,Bobx,1156,-,-,-,2,3,-,-,100%,31 Oct 2015,02 Oct 2017,12:41
5641,jeffknupp,1156,-,-,-,1,3,-,-,100%,03 Mar 2017,02 Oct 2017,12:41
5642,boobro10,1156,-,-,-,1,3,-,-,100%,19 Oct 2015,02 Oct 2017,12:41
5643,13th Roman Legion,1156,-,-,-,1,3,-,33%,67%,18 Oct 2015,02 Oct 2017,12:41
5644,FunkyFish,1156,-,-,-,2,2,100%,-,-,19 Apr 2016,02 Oct 2017,12:41
5645,gale,1156,-,-,-,2,2,50%,-,50%,09 Sep 2016,02 Oct 2017,12:41
5646,QIAN_DUO,1156,-,-,-,1,2,-,50%,50%,15 Apr 2017,02 Oct 2017,12:41
5647,timballantine,1156,-,-,-,1,1,-,100%,-,29 Oct 2015,02 Oct 2017,12:41
5648,Wulfie,1156,-,-,-,1,1,-,-,100%,15 Oct 2015,02 Oct 2017,12:41
5649,Sasuke Uchiha,1156,-,-,-,1,1,-,-,100%,30 Mar 2016,02 Oct 2017,12:41
5650,Triumuiri,1156,-,-,-,1,1,-,-,100%,14 Oct 2016,02 Oct 2017,12:41
5651,shopkeeper,1155,7,2,-,2,14,93%,7%,-,03 Jun 2016,02 Oct 2017,12:41
5652,Codasquid,1155,2,2,3,10,28,75%,25%,-,19 Nov 2015,02 Oct 2017,12:41
5653,Lenjake,1155,2,2,-,1,10,60%,20%,20%,13 Aug 2015,02 Oct 2017,12:41
5654,Lech,1155,2,2,-,4,10,50%,40%,10%,19 Mar 2016,02 Oct 2017,12:41
5655,Serenity sailor,1155,2,-,-,1,10,10%,50%,40%,21 Nov 2015,02 Oct 2017,12:41
5656,Indcium,1155,1,1,1,4,7,71%,29%,-,17 Oct 2015,02 Oct 2017,12:41
5657,Raiko532,1155,1,1,-,3,8,50%,13%,38%,06 Dec 2016,02 Oct 2017,12:41
5658,Lemonbeer,1155,1,1,-,4,8,38%,25%,38%,12 Jun 2016,02 Oct 2017,12:41
5659,Iceman3640,1155,1,-,2,18,34,62%,32%,6%,08 Dec 2016,02 Oct 2017,12:41
5660,gsalv,1155,1,-,2,16,34,21%,12%,68%,24 Dec 2016,02 Oct 2017,12:41
5661,cehnehdeh,1155,1,-,-,1,6,33%,17%,50%,15 Oct 2015,02 Oct 2017,12:41
5662,WatsonX,1155,1,-,-,1,5,20%,40%,40%,28 Sep 2016,02 Oct 2017,12:41
5663,Ash91,1155,1,-,-,1,2,50%,-,50%,19 Oct 2015,02 Oct 2017,12:41
5664,LiftedRetina,1155,-,4,8,2,29,55%,31%,14%,06 May 2016,02 Oct 2017,12:41
5665,Munchkin,1155,-,2,-,1,3,67%,33%,-,28 Oct 2015,02 Oct 2017,12:41
5666,nick1052,1155,-,1,4,4,11,73%,-,27%,18 Feb 2017,02 Oct 2017,12:41
5667,Wwazam,1155,-,1,2,2,6,67%,17%,17%,21 Oct 2015,02 Oct 2017,12:41
5668,dubane,1155,-,1,1,4,6,67%,17%,17%,12 Aug 2015,02 Oct 2017,12:41
5669,ThatCoolDude,1155,-,1,-,1,6,17%,17%,67%,25 Nov 2015,02 Oct 2017,12:41
5670,CNCRomeo,1155,-,1,-,2,5,60%,-,40%,30 Dec 2015,02 Oct 2017,12:41
5671,Ajc503,1155,-,1,-,1,5,60%,-,40%,02 Nov 2015,02 Oct 2017,12:41
5672,WiiperWapper,1155,-,1,-,1,4,25%,-,75%,17 Oct 2015,02 Oct 2017,12:41
5673,mystic98802,1155,-,1,-,1,3,67%,33%,-,04 Apr 2016,02 Oct 2017,12:41
5674,klein,1155,-,-,1,1,6,83%,17%,-,12 Dec 2015,02 Oct 2017,12:41
5675,Philemon,1155,-,-,1,1,4,25%,75%,-,06 Dec 2015,02 Oct 2017,12:41
5676,LittleHitler,1155,-,-,1,1,2,50%,-,50%,28 Oct 2016,02 Oct 2017,12:41
5677,AxasinD,1155,-,-,-,5,10,60%,40%,-,06 Aug 2016,02 Oct 2017,12:41
5678,Whatismatttripp,1155,-,-,-,3,10,10%,20%,70%,28 Dec 2015,02 Oct 2017,12:41
5679,AlexS08,1155,-,-,-,1,10,-,10%,90%,17 Oct 2015,02 Oct 2017,12:41
5680,Warmogerer,1155,-,-,-,4,9,22%,56%,22%,02 May 2016,02 Oct 2017,12:41
5681,N1029676,1155,-,-,-,1,7,43%,43%,14%,22 Mar 2016,02 Oct 2017,12:41
5682,mingie,1155,-,-,-,3,6,67%,17%,17%,16 Aug 2015,02 Oct 2017,12:41
5683,Dugven,1155,-,-,-,4,6,50%,50%,-,14 Feb 2016,02 Oct 2017,12:41
5684,Lumbercrack,1155,-,-,-,1,5,60%,20%,20%,28 Aug 2016,02 Oct 2017,12:41
5685,Sir Teman,1155,-,-,-,1,4,50%,-,50%,26 Sep 2015,02 Oct 2017,12:41
5686,TheDarkBlade,1155,-,-,-,2,4,-,25%,75%,21 Oct 2015,02 Oct 2017,12:41
5687,imabigdipper,1155,-,-,-,1,4,-,50%,50%,06 May 2016,02 Oct 2017,12:41
5688,Karl Nychig,1155,-,-,-,1,4,-,25%,75%,02 May 2016,02 Oct 2017,12:41
5689,bigdongerguy,1155,-,-,-,2,4,-,-,100%,01 Sep 2016,02 Oct 2017,12:41
5690,etraut,1155,-,-,-,1,3,33%,33%,33%,14 Dec 2015,02 Oct 2017,12:41
5691,Aliman999,1155,-,-,-,1,3,-,-,100%,24 Oct 2015,02 Oct 2017,12:41
5692,totalgeek13,1155,-,-,-,1,3,-,-,100%,18 Oct 2015,02 Oct 2017,12:41
5693,qwerty2100,1155,-,-,-,1,3,-,33%,67%,21 Oct 2016,02 Oct 2017,12:41
5694,ThePanchoMc,1155,-,-,-,1,3,-,33%,67%,25 Feb 2016,02 Oct 2017,12:41
5695,Canimpache,1155,-,-,-,2,3,-,33%,67%,18 Oct 2015,02 Oct 2017,12:41
5696,Grimshark,1155,-,-,-,1,2,50%,-,50%,09 Feb 2016,02 Oct 2017,12:41
5697,Manic21x,1155,-,-,-,1,2,50%,-,50%,08 Jan 2016,02 Oct 2017,12:41
5698,Erotikhamster,1155,-,-,-,2,2,-,-,100%,19 Mar 2016,02 Oct 2017,12:41
5699,bspez,1155,-,-,-,1,2,-,100%,-,23 Jul 2017,02 Oct 2017,12:41
5700,noname22,1155,-,-,-,1,1,-,-,100%,30 Oct 2015,02 Oct 2017,12:41
5701,Martzzl,1155,-,-,-,1,1,-,-,100%,15 Oct 2015,02 Oct 2017,12:41
5702,Aphelion,1154,3,5,7,2,27,81%,11%,7%,20 Oct 2015,02 Oct 2017,12:41
5703,lnrehaut,1154,2,3,-,14,19,58%,5%,37%,29 Mar 2016,02 Oct 2017,12:41
5704,jskwerd,1154,2,-,2,6,9,44%,44%,11%,03 Dec 2015,02 Oct 2017,12:41
5705,-SubZero-,1154,2,-,1,1,11,27%,18%,55%,29 Oct 2015,02 Oct 2017,12:41
5706,SCarton,1154,2,-,-,2,5,80%,-,20%,03 May 2017,02 Oct 2017,12:41
5707,scion,1154,1,2,3,5,18,44%,39%,17%,25 Jun 2016,02 Oct 2017,12:41
5708,makeamericagr8again,1154,1,2,1,1,5,80%,-,20%,21 Apr 2016,02 Oct 2017,12:41
5709,Meretch,1154,1,1,2,1,8,50%,-,50%,16 Oct 2015,02 Oct 2017,12:41
5710,Slothasaurus,1154,1,1,1,6,15,47%,53%,-,29 May 2016,02 Oct 2017,12:41
5711,TheLegend27,1154,1,1,-,7,7,29%,14%,57%,14 Dec 2016,02 Oct 2017,12:41
5712,echoshatter,1154,1,-,1,1,13,54%,15%,31%,19 Feb 2016,02 Oct 2017,12:41
5713,nldpdx,1154,1,-,1,4,7,43%,14%,43%,03 Dec 2016,02 Oct 2017,12:41
5714,Clarinch,1154,1,-,-,1,5,20%,40%,40%,03 Jan 2016,02 Oct 2017,12:41
5715,PbFOOT93,1154,1,-,-,2,4,50%,25%,25%,26 Nov 2016,02 Oct 2017,12:41
5716,JustinOnTap,1154,-,2,2,4,10,70%,-,30%,20 May 2016,02 Oct 2017,12:41
5717,Ionicnaga,1154,-,-,3,3,18,33%,39%,28%,20 Sep 2016,02 Oct 2017,12:41
5718,Logan0159,1154,-,-,1,2,5,-,20%,80%,24 Nov 2015,02 Oct 2017,12:41
5719,Seifan,1154,-,-,-,4,16,19%,44%,38%,06 Jan 2017,02 Oct 2017,12:41
5720,Treno,1154,-,-,-,1,8,-,50%,50%,14 Sep 2016,02 Oct 2017,12:41
5721,KenshinSia,1154,-,-,-,2,7,-,71%,29%,18 Oct 2016,02 Oct 2017,12:41
5722,Frunks,1154,-,-,-,1,6,-,33%,67%,28 Oct 2015,02 Oct 2017,12:41
5723,TheJudge,1154,-,-,-,2,4,25%,-,75%,23 Jul 2016,02 Oct 2017,12:41
5724,Juvelin,1154,-,-,-,2,4,-,25%,75%,23 Jan 2017,02 Oct 2017,12:41
5725,Clowser,1154,-,-,-,1,4,-,25%,75%,10 Oct 2015,02 Oct 2017,12:41
5726,SaucymovesOP,1154,-,-,-,1,4,-,50%,50%,05 Apr 2016,02 Oct 2017,12:41
5727,Redstoner6,1154,-,-,-,1,3,-,-,100%,17 Oct 2015,02 Oct 2017,12:41
5728,will23,1154,-,-,-,1,3,-,67%,33%,30 Apr 2017,02 Oct 2017,12:41
5729,Bigdub,1154,-,-,-,1,2,-,-,100%,21 Nov 2016,02 Oct 2017,12:41
5730,zack987,1154,-,-,-,1,2,-,-,100%,03 May 2017,02 Oct 2017,12:41
5731,Bryce1,1154,-,-,-,1,2,-,-,100%,18 Feb 2016,02 Oct 2017,12:41
5732,CRobison462,1154,-,-,-,1,2,-,-,100%,01 Nov 2015,02 Oct 2017,12:41
5733,Albi160,1154,-,-,-,1,1,-,-,100%,21 Oct 2015,02 Oct 2017,12:41
5734,EricArts,1154,-,-,-,1,1,-,100%,-,31 Dec 2016,02 Oct 2017,12:41
5735,PsychoMadness,1154,-,-,-,1,1,-,-,100%,22 Oct 2015,02 Oct 2017,12:41
5736,Chuckles2016,1154,-,-,-,1,1,-,-,100%,13 Nov 2016,02 Oct 2017,12:41
5737,DukeOfDeepCore,1154,-,-,-,1,1,-,-,100%,17 Jan 2017,02 Oct 2017,12:41
5738,Tootsie Roll,1154,-,-,-,1,1,-,-,100%,19 Oct 2015,02 Oct 2017,12:41
5739,Alexpthegreat,1154,-,-,-,1,1,-,-,100%,16 Oct 2015,02 Oct 2017,12:41
5740,MisercordiA,1154,-,-,-,1,1,-,-,100%,16 Feb 2016,02 Oct 2017,12:41
5741,Desenho,1154,-,-,-,1,1,-,-,100%,14 Feb 2016,02 Oct 2017,12:41
5742,xloftobotx,1153,8,2,3,28,44,48%,36%,16%,28 Oct 2015,02 Oct 2017,12:41
5743,Elia,1153,4,2,-,2,12,83%,8%,8%,30 Aug 2016,02 Oct 2017,12:41
5744,Lolwolf,1153,4,1,-,10,14,57%,14%,29%,16 Oct 2015,02 Oct 2017,12:41
5745,Nick bit,1153,2,4,8,33,46,67%,22%,11%,21 Oct 2015,02 Oct 2017,12:41
5746,JockoSEAL1,1153,2,1,1,5,11,64%,9%,27%,18 Oct 2015,02 Oct 2017,12:41
5747,OutlawStar,1153,2,-,-,1,4,50%,25%,25%,06 Nov 2015,02 Oct 2017,12:41
5748,gyaretto,1153,2,-,-,1,3,100%,-,-,16 Oct 2015,02 Oct 2017,12:41
5749,IdentityBomb,1153,1,2,2,3,14,64%,7%,29%,15 Oct 2015,02 Oct 2017,12:41
5750,scuba1985,1153,1,1,-,1,12,33%,42%,25%,14 Oct 2015,02 Oct 2017,12:41
5751,DevProdigy,1153,1,1,-,1,8,50%,13%,38%,20 Dec 2016,02 Oct 2017,12:41
5752,Iterion,1153,1,1,-,7,8,50%,38%,13%,15 Oct 2015,02 Oct 2017,12:41
5753,iedopa,1153,1,-,1,17,20,30%,40%,30%,06 Nov 2015,02 Oct 2017,12:41
5754,Dizygotic,1153,1,-,1,7,12,50%,25%,25%,13 Mar 2016,02 Oct 2017,12:41
5755,Nightstrike,1153,1,-,1,3,5,60%,20%,20%,30 Jun 2016,02 Oct 2017,12:41
5756,dnalopy,1153,1,-,-,11,13,69%,23%,8%,05 Jan 2016,02 Oct 2017,12:41
5757,XGN Luciano,1153,1,-,-,4,12,58%,25%,17%,16 Sep 2016,02 Oct 2017,12:41
5758,HoopityHip,1153,1,-,-,2,11,45%,45%,9%,10 Jan 2017,02 Oct 2017,12:41
5759,ElcidBarrett,1153,1,-,-,1,3,67%,33%,-,07 Oct 2015,02 Oct 2017,12:41
5760,Sora90,1153,1,-,-,2,3,67%,33%,-,07 Jan 2016,02 Oct 2017,12:41
5761,MosesBruce,1153,1,-,-,1,3,67%,33%,-,06 Jan 2017,02 Oct 2017,12:41
5762,Andraken,1153,1,-,-,2,3,33%,33%,33%,01 Sep 2016,02 Oct 2017,12:41
5763,Lancelotlac,1153,1,-,-,1,2,50%,50%,-,18 Oct 2015,02 Oct 2017,12:41
5764,Ejvind,1153,-,3,-,5,8,50%,25%,25%,19 Aug 2017,02 Oct 2017,12:41
5765,blu3crack,1153,-,2,4,7,11,82%,-,18%,31 Oct 2015,02 Oct 2017,12:41
5766,Red 5,1153,-,2,2,1,15,47%,13%,40%,05 Feb 2016,02 Oct 2017,12:41
5767,PRvex8,1153,-,1,1,4,14,43%,14%,43%,19 Apr 2016,02 Oct 2017,12:41
5768,JDnator,1153,-,1,-,1,8,50%,13%,38%,16 Oct 2015,02 Oct 2017,12:41
5769,Kohr-Ah,1153,-,1,-,3,5,80%,20%,-,22 Oct 2015,02 Oct 2017,12:41
5770,MTXperience,1153,-,1,-,2,3,100%,-,-,18 Dec 2015,02 Oct 2017,12:41
5771,Skabird,1153,-,-,1,2,6,17%,17%,67%,18 Oct 2015,02 Oct 2017,12:41
5772,brocko,1153,-,-,1,3,5,100%,-,-,22 Nov 2016,02 Oct 2017,12:41
5773,Heisenberg,1153,-,-,1,1,3,33%,-,67%,14 Oct 2015,02 Oct 2017,12:41
5774,Idimo,1153,-,-,-,1,6,-,-,100%,22 Oct 2015,02 Oct 2017,12:41
5775,Penguin Mafia,1153,-,-,-,2,5,40%,40%,20%,29 Oct 2015,02 Oct 2017,12:41
5776,fener1x,1153,-,-,-,1,5,20%,-,80%,10 Nov 2015,02 Oct 2017,12:41
5777,SaltyTurtle,1153,-,-,-,1,4,25%,25%,50%,07 Apr 2017,02 Oct 2017,12:41
5778,UNICORNSRDABEST,1153,-,-,-,2,4,-,25%,75%,13 Aug 2017,02 Oct 2017,12:41
5779,MrSlender,1153,-,-,-,1,3,-,67%,33%,09 Jan 2017,02 Oct 2017,12:41
5780,Himoss23,1153,-,-,-,1,3,-,33%,67%,18 Jan 2016,02 Oct 2017,12:41
5781,Moxedana,1153,-,-,-,1,3,-,-,100%,13 Oct 2015,02 Oct 2017,12:41
5782,Luca,1153,-,-,-,1,3,-,-,100%,14 Oct 2015,02 Oct 2017,12:41
5783,Bob1029,1153,-,-,-,1,2,-,-,100%,21 Oct 2015,02 Oct 2017,12:41
5784,hotwater,1153,-,-,-,1,2,-,50%,50%,14 May 2016,02 Oct 2017,12:41
5785,Lorentz,1153,-,-,-,1,2,-,100%,-,29 Aug 2015,02 Oct 2017,12:41
5786,Nofate,1153,-,-,-,1,2,-,-,100%,20 Oct 2015,02 Oct 2017,12:41
5787,Meme Master,1153,-,-,-,1,2,-,-,100%,16 Oct 2015,02 Oct 2017,12:41
5788,Hideaki,1153,-,-,-,1,1,-,100%,-,29 Sep 2015,02 Oct 2017,12:41
5789,aliebrahimi,1153,-,-,-,1,1,-,-,100%,24 Oct 2015,02 Oct 2017,12:41
5790,Maceocoates,1153,-,-,-,1,1,-,-,100%,06 Mar 2016,02 Oct 2017,12:41
5791,SShellShock,1153,-,-,-,1,1,-,-,100%,03 Sep 2017,02 Oct 2017,12:41
5792,Ranson,1153,-,-,-,1,1,-,-,100%,24 Oct 2015,02 Oct 2017,12:41
5793,Francs,1153,-,-,-,1,1,-,100%,-,19 Oct 2015,02 Oct 2017,12:41
5794,Armydog6,1153,-,-,-,1,1,-,-,100%,16 Oct 2015,02 Oct 2017,12:41
5795,MrsJankis,1153,-,-,-,1,1,-,100%,-,18 May 2016,02 Oct 2017,12:41
5796,qc3455,1153,-,-,-,1,1,-,100%,-,17 Oct 2015,02 Oct 2017,12:41
5797,bukzor,1152,9,2,-,35,38,63%,29%,8%,22 Jan 2017,02 Oct 2017,12:41
5798,Maggiot,1152,3,2,-,2,14,71%,21%,7%,21 Nov 2015,02 Oct 2017,12:41
5799,Saggarath,1152,3,2,-,11,14,64%,14%,21%,22 Nov 2016,02 Oct 2017,12:41
5800,Mango__Mike,1152,3,-,1,5,17,41%,41%,18%,09 Mar 2016,02 Oct 2017,12:41
5801,funkygallo,1152,2,-,3,5,10,70%,10%,20%,27 Mar 2017,02 Oct 2017,12:41
